type_assets,symbol,cluster,F1,F2,F3,cluster_new
Stock,TROW,4,0.728945856,-0.075071344,-1.512061354,1
Stock,TSN,4,0.602933441,-0.132606083,-1.025901691,1
Stock,UNH,4,0.719125111,-0.105585982,-1.531396109,1
Stock,URI,4,0.401224921,-0.312424838,-1.397020332,1
Stock,UTX,4,0.737439315,-0.095899993,-1.43176055,1
Stock,VLO,4,0.504507032,-0.406510199,-1.354906556,1
Stock,VRSN,4,0.668010978,-0.019949837,-1.05761198,1
Stock,WAT,4,0.657236538,-0.067198218,-0.988010094,1
Stock,WCG,4,0.552757756,-0.202998039,-1.377424014,1
Stock,WELL,4,0.739642757,-0.06328914,-1.407240045,1
Stock,WYNN,4,0.419639465,-0.13969739,-1.587233298,1
Stock,YUM,4,0.550260939,-0.35463798,-1.130065467,1
Commodity,COTNM,8,0.752577883,0.152399414,-0.638346203,1
Commodity,HOGSN,8,0.707193769,0.181721903,-0.563667349,1
Commodity,MCXTI,8,0.677300958,0.01632053,-0.798932278,1
Commodity,XPT_C,8,0.85133958,0.15121301,-0.800563135,1
Exchange rate,CAD,8,0.971409788,0.194779183,-0.653734156,1
Exchange rate,SEK,8,0.942103052,0.169062344,-0.758794427,1
Stock,AAP,8,0.283370244,-0.602179905,-0.192635957,1
Stock,ALK,8,0.340152465,-0.565121445,-0.230704201,1
Stock,AGN,8,0.668478429,0.298682272,-0.83091018,1
Stock,GOOG,8,0.785951386,0.094107943,-0.311975803,1
Stock,AMGN,8,0.683945188,0.384574338,-0.036780888,1
Stock,APA,8,0.31019223,-0.361138811,-0.457035804,1
Stock,AIZ,8,0.607557288,-0.063344573,-0.185559425,1
Stock,BHGE,8,0.490152858,-0.004957667,-0.364928041,1
Stock,BDX,8,0.765240897,0.316226419,-0.167879019,1
Stock,BIIB,8,0.624472621,0.696381775,-0.195797693,1
Stock,CHRW,8,0.671547247,0.104448762,-0.444385683,1
Stock,COG,8,0.418580173,0.008071991,0.093636967,1
Stock,CDNS,8,0.646426123,0.130798796,-0.390270103,1
Stock,CPRI,8,0.475557871,0.018948333,-0.694384363,1
Stock,CBS,8,0.742589538,0.2091312,-0.562004988,1
Stock,CTAS,8,0.442563671,-0.532925637,-0.178245036,1
Stock,CTSH,8,0.617046013,-0.005985599,-0.748032309,1
Stock,STZ,8,0.625172424,-0.063183125,-0.750370047,1
Stock,XRAY,8,0.650363434,0.157401694,0.122537998,1
Stock,DISCK,8,0.492497528,-0.035043292,-0.046416024,1
Stock,DG,8,0.722081497,0.433045507,-0.497574932,1
Stock,DUK,8,0.824374658,0.086391794,-0.806018848,1
Stock,ETN,8,0.716157103,0.134810093,-0.678043793,1
Stock,RE,8,0.661994536,0.124379794,0.287520686,1
Stock,EXPE,8,0.637578014,0.208469497,-0.703782483,1
Stock,FB,8,0.464423048,-0.030146524,0.046456957,1
Stock,FMC,8,0.652127944,0.267049525,-0.441676569,1
Stock,FBHS,8,0.568217162,-0.234659227,-0.594934701,1
Stock,GM,8,0.610331435,0.038804013,-0.568610341,1
Stock,GILD,8,0.596190485,-0.03891172,-0.781760886,1
Stock,HBI,8,0.534464633,-0.005195066,-0.729381158,1
Stock,HAS,8,0.645299016,0.156480173,-0.668253456,1
Stock,IR,8,0.651951794,-0.051647556,-0.553094988,1
Stock,IPG,8,0.402888621,-0.605985839,-0.139409044,1
Stock,IPGP,8,0.455202651,0.058519268,-0.299685758,1
Stock,IRM,8,0.706269391,0.148251685,-0.701285033,1
Stock,KR,8,0.548965068,-0.055933549,-0.488331117,1
Stock,LDOS,8,0.5693925,0.118132228,0.081104602,1
Stock,LOW,8,0.700807443,0.182060488,-0.402913305,1
Stock,LYB,8,0.515800895,0.031026151,-0.06529189,1
Stock,M,8,0.492616337,0.193433187,-0.606286043,1
Stock,MCD,8,0.532888894,-0.49025922,-0.174814941,1
Stock,MCK,8,0.507689553,0.029448338,0.19486094,1
Stock,MHK,8,0.563516225,-0.022069973,-0.376250762,1
Stock,NOV,8,0.494354281,0.049830168,-0.355757669,1
Stock,NKTR,8,0.118789712,-0.076500703,-0.219617828,1
Stock,NWS,8,0.71868759,0.284205039,-0.340575898,1
Stock,PCAR,8,0.702281756,0.08530769,-0.833418372,1
Stock,PKG,8,0.627701393,0.088292512,-0.419182655,1
Stock,RMD,8,0.422194024,-0.476959654,-0.315428338,1
Stock,SPGI,8,0.616498371,0.112223837,0.230129496,1
Stock,SHW,8,0.716362165,0.284050352,-0.251241516,1
Stock,SWK,8,0.689293874,0.430803754,0.070806152,1
Stock,STT,8,0.579111368,-0.059557756,-0.583628945,1
Stock,SYK,8,0.790487315,0.483005493,-0.002212952,1
Stock,SYMC,8,0.199291216,-0.709638302,-0.248305532,1
Stock,SNPS,8,0.68952608,0.321268684,0.057644071,1
Stock,BK,8,0.639899272,-0.078396919,-0.63411618,1
Stock,COO,8,0.627040005,0.065862422,-0.208471421,1
Stock,TMO,8,0.66636555,0.10725035,-0.186302979,1
Stock,TSCO,8,0.677881878,0.092250937,-0.676978688,1
Stock,TWTR,8,0.17514154,0.094821947,-0.326549702,1
Stock,VAR,8,0.685079161,0.142333135,-0.40375337,1
Stock,VTR,8,0.519009938,-0.365261874,-0.438539444,1
Stock,VRTX,8,0.586141644,0.291338882,-0.641227538,1
Stock,WBA,8,0.592326565,-0.061332554,-0.719717702,1
Stock,XRX,8,0.386686207,-0.445094651,-0.353853245,1
Stock,ZTS,8,0.644165918,0.03969026,-0.528265302,1
Crypto,AEON,5,-1.889791928,-0.154849947,-1.572850789,2
Crypto,AE,5,-2.206558684,-0.600748156,-0.920866768,2
Crypto,DLT,5,-1.509793161,-0.015658204,-1.520684213,2
Crypto,ARDR,5,-1.325036759,-0.71676582,-1.343385925,2
Crypto,ARK,5,-1.223847707,-0.015032099,-1.579135353,2
Crypto,XAS,5,-2.324414547,-0.355484264,-1.580743504,2
Crypto,BAT,5,-1.127796255,-0.327557199,-1.598523093,2
Crypto,BNB,5,-1.347110287,-0.246719523,-1.360367836,2
Crypto,BITCN,5,-1.288504765,-0.46158062,-1.007507606,2
Crypto,BTS,5,-1.047842443,-0.156100779,-0.864464145,2
Crypto,BLK,5,-1.337501109,0.099261404,-1.386738699,2
Crypto,BLOCK,5,-1.926595623,-0.003473602,-1.085418232,2
Crypto,BBR,5,-1.926603746,0.833086058,-1.097816289,2
Crypto,CLAM,5,-1.644037527,0.142077615,-1.070482643,2
Crypto,DASH,5,-0.830738114,0.261394097,-1.160533967,2
Crypto,DCN,5,-2.250330441,0.101647727,-1.323594657,2
Crypto,DGD,5,-1.319332603,-0.74104664,-1.215818726,2
Crypto,DNT,5,-2.014450838,-1.087476414,-1.437516543,2
Crypto,DOGE,5,-0.787371071,0.079364672,-1.299712598,2
Crypto,EMC,5,-2.23377862,-0.190224779,-1.221386853,2
Crypto,FTC,5,-1.629934431,-0.013679512,-1.057712398,2
Crypto,1ST,5,-1.579024953,0.178829384,-1.400426704,2
Crypto,FLO,5,-1.852368684,-0.084296578,-1.46106694,2
Crypto,KNC,5,-0.838953161,-0.002593091,-1.469692406,2
Crypto,LBC,5,-1.741337175,0.044235322,-1.497135651,2
Crypto,LTC,5,-0.588978012,-0.197914135,-1.490380692,2
Crypto,LRC,5,-1.490804029,-0.073115204,-1.37954023,2
Crypto,ETP,5,-2.337065155,0.657317462,-1.037677804,2
Crypto,MONA,5,-1.47815082,-0.151743847,-0.417047801,2
Crypto,XMR,5,-0.766669071,-0.072593877,-1.479334904,2
Crypto,NMC,5,-1.383424654,-0.455369219,-1.204083863,2
Crypto,NEBL,5,-1.23834614,1.024104561,-1.435840207,2
Crypto,NEO,5,-1.429253494,0.792846229,-1.074254149,2
Crypto,NXT,5,-0.948221102,-0.051607606,-1.332895436,2
Crypto,PPC,5,-0.792421292,-0.243739759,-1.447587588,2
Crypto,PPY,5,-2.5185293,0.855132695,-0.831736916,2
Crypto,PEPEC,5,-2.227752554,-0.111591588,-1.608117982,2
Crypto,PLR,5,-1.195682043,-0.003565893,-1.611552526,2
Crypto,PIVX,5,-2.139410248,-0.579246864,-1.240126592,2
Crypto,XPM,5,-1.102928306,-0.052697116,-1.437396691,2
Crypto,SHIFT,5,-2.468751855,-0.495965223,-1.555774102,2
Crypto,SNM,5,-1.308770027,-0.029289405,-1.617355082,2
Crypto,XSPEC,5,-1.800576153,1.125608166,-1.25536885,2
Crypto,SNT,5,-1.079316065,0.136675914,-1.544469458,2
Crypto,SBD,5,-1.143280096,0.226572511,-1.240729327,2
Crypto,STRAT,5,-1.103573634,0.524223494,-1.246633709,2
Crypto,SUB,5,-1.369057536,0.340223443,-1.424831709,2
Crypto,SNC,5,-1.952507548,0.176871241,-0.524495319,2
Crypto,XTZ,5,-0.904741086,0.027694109,-0.758740936,2
Crypto,TRX,5,-1.508339714,0.203910722,-1.391897115,2
Crypto,UBQ,5,-1.676525015,-0.578188139,-1.132778001,2
Crypto,VTC,5,-1.520705261,0.68107494,-1.266407441,2
Crypto,VIBE,5,-2.283096933,-0.365021161,-0.997209602,2
Crypto,WAVES,5,-1.149358762,-0.261991075,-1.377851718,2
Crypto,XWC,5,-1.930690543,0.081218899,-0.978913361,2
Crypto,WINGS,5,-1.662250033,-0.619177237,-1.604730986,2
Crypto,XRP,5,-0.600469411,0.093932605,-1.182755349,2
Crypto,BCH,6,-2.288173114,-1.502443852,0.539969649,3
Crypto,BTX,6,-3.076132667,-1.268438016,-0.848483455,3
Crypto,CDT,6,-2.622114803,-2.230775233,-0.922625961,3
Crypto,BURST,6,-2.040276774,-1.019864996,0.274759182,3
Crypto,BCN,6,-2.22453874,-0.89795433,-0.53469907,3
Crypto,DENT,6,-3.945445116,-1.710795764,0.949745092,3
Crypto,DGB,6,-2.862474466,-2.018242566,-0.144845947,3
Crypto,XDN,6,-2.372156504,-0.654576571,0.771778196,3
Crypto,EMC2,6,-2.297449118,-0.528806418,0.564606865,3
Crypto,ETC,6,-2.331902523,-2.046663862,0.153702108,3
Crypto,ETHOS,6,-2.883174648,-1.468183872,0.914173882,3
Crypto,FUN,6,-3.130359982,-2.770234428,0.041187802,3
Crypto,GAME,6,-4.02959372,-1.247168905,-0.77990366,3
Crypto,GRS,6,-3.27377267,-0.840688166,0.669471976,3
Crypto,NLG,6,-2.031194885,-1.33528231,0.562973091,3
Crypto,INCNT,6,-3.360361713,-0.828693741,-0.10264434,3
Crypto,KIN,6,-3.166406487,-1.76777257,0.613878447,3
Crypto,MTH,6,-3.339062224,-2.223458376,1.059801902,3
Crypto,NANO,6,-2.982656365,-1.8607007,-0.793492926,3
Crypto,NAV,6,-2.508297325,-0.553178747,-0.504385996,3
Crypto,NXS,6,-2.37538395,-0.738528249,-0.10738184,3
Crypto,OK,6,-3.7235845,-1.486147088,0.111143481,3
Crypto,RDD,6,-2.817543519,-1.124978099,-0.693350035,3
Crypto,SFT,6,-3.737379856,-1.263797399,1.022863913,3
Crypto,SC,6,-3.233767638,-2.468184452,-0.028897045,3
Crypto,SMART,6,-3.155137257,-1.288923308,-1.199986668,3
Crypto,XLM,6,-1.855982318,-1.146850669,1.059347766,3
Crypto,SYS,6,-2.215100686,-1.048976249,0.724431437,3
Crypto,XVG,6,-3.754711629,-1.082755241,0.211984555,3
Crypto,XZC,6,-2.901772701,-1.87953216,-1.180210946,3
Crypto,EDC,7,-3.165804842,4.376826719,2.327945769,4
Crypto,GNO,7,-0.73471007,4.472311217,1.432303462,4
Crypto,ZEN,7,-0.938435756,4.875031693,1.538834944,4
Crypto,KMD,7,-1.253674223,4.295380682,1.862786512,4
Crypto,NMR,7,-0.845991109,5.624417994,2.019550577,4
Crypto,PAY,7,-2.361967751,4.004003477,1.228164216,4
Crypto,ZRC,7,-2.720462568,4.965593087,1.672070421,4
Crypto,ACT,9,-1.802066651,1.226197013,-0.508136942,5
Crypto,ADX,9,-1.659629797,1.841326527,0.206886507,5
Crypto,ANT,9,-0.779256318,1.707863811,0.451001222,5
Crypto,REP,9,-1.041305917,1.022328167,0.429975164,5
Crypto,BMC,9,-0.780764459,1.345689806,0.412164785,5
Crypto,ADA,9,-0.992505836,1.256799895,-0.234926705,5
Crypto,LINK,9,-0.873080997,1.436464911,0.033091989,5
Crypto,CVC,9,-0.882938958,1.581272648,0.133423644,5
Crypto,MCO,9,-1.525124886,0.972682887,-0.932955221,5
Crypto,MANA,9,-1.195647246,1.045712717,-0.020354192,5
Crypto,DCR,9,-0.72105071,1.426157888,0.436517509,5
Crypto,ONION,9,-1.621027327,2.172141585,-0.822425406,5
Crypto,ETH,9,-0.871095567,1.110724122,0.472005139,5
Crypto,FCT,9,-1.022644073,0.96363891,-0.125521365,5
Crypto,GNT,9,-1.043717824,0.337870977,-0.122376143,5
Crypto,GXC,9,-1.196017721,1.282651211,0.461104846,5
Crypto,MIOTA,9,-0.934469386,1.804020661,-0.735175061,5
Crypto,LSK,9,-1.908378335,1.376481158,-0.33066297,5
Crypto,MAID,9,-0.648089778,0.42955777,-0.163227329,5
Crypto,XEM,9,-1.470721664,-0.303518308,0.419018064,5
Crypto,OAX,9,-1.163629949,1.692233903,-0.33843041,5
Crypto,GBYTE,9,-1.233286685,2.056051498,-0.560002988,5
Crypto,PART,9,-1.04885043,1.436074114,0.412163333,5
Crypto,POE,9,-1.452073043,1.259391349,-0.911183665,5
Crypto,PLBT,9,-1.871907951,0.894336969,0.056202315,5
Crypto,PST,9,-1.995906167,0.815293478,0.286290304,5
Crypto,PRO,9,-1.223266889,1.616565234,-0.572135972,5
Crypto,SAN,9,-1.41107455,1.702010805,0.54229397,5
Crypto,SNGLS,9,-0.961459779,0.865851979,-0.473369269,5
Crypto,STORJ,9,-1.251167699,1.080267737,0.027654408,5
Crypto,VIA,9,-1.374815299,0.979161492,0.258857661,5
Crypto,WTC,9,-1.265954979,1.380768094,-1.168466384,5
Crypto,ZRX,10,-0.837873923,1.950200226,0.677289549,6
Crypto,BNT,10,-0.981483482,2.146289194,0.957657209,6
Crypto,BTM,10,-1.19707354,2.467562097,0.479204473,6
Crypto,EOS,10,-0.861036716,3.276980078,1.203872057,6
Crypto,GAS,10,-1.324809014,2.226562797,0.590847396,6
Crypto,HC,10,-1.624452504,3.266419534,0.402342823,6
Crypto,RLC,10,-1.004504366,1.983061095,0.65631432,6
Crypto,MLN,10,-1.206051101,3.555037192,0.595043225,6
Crypto,MTL,10,-1.02145888,2.645922257,0.899911562,6
Crypto,MDA,10,-1.040666499,2.993703175,0.987448715,6
Crypto,OMG,10,-0.823707708,3.297726195,1.106272413,6
Crypto,PPT,10,-0.942100416,2.058133155,0.25663616,6
Crypto,PZM,10,-1.156300649,3.147925544,1.166684886,6
Crypto,QTUM,10,-1.110208351,2.81072023,1.041436487,6
Crypto,QRL,10,-1.27746401,1.842607254,0.657082957,6
Crypto,SALT,10,-1.01640716,3.110709527,0.973171425,6
Crypto,SKY,10,-1.36004306,2.855983856,0.911350345,6
Crypto,STEEM,10,-1.167698596,2.009579888,0.587672222,6
Crypto,TNT,10,-1.345540059,2.161765691,0.643279556,6
Crypto,WGR,10,-1.244901221,2.567599038,0.884532214,6
Crypto,YOYOW,10,-1.553516142,2.542012257,0.970698952,6
Crypto,ZEC,10,-0.89781985,2.959715635,0.495210564,6
