asset_unique,symb_assets,type_assets,Variance,Skewness,Kurtosis,Stable_alpha,Stable_gamma,Q_5,Q_2_5,Q_1,Q_0_5,CTE_5,CTE_2_5,CTE_1,CTE_0_5,Q_95,Q_97_5,Q_99,Q_99_5,CTE_95,CTE_97_5,CTE_99,CTE_99_5,GARCH_parameter,ARCH_parameter
KyberNetwork_KNC,KNC,Crypto,0.007492567,0.848275089,9.636497563,1.400881969,0.0381338,-0.148490948,-0.180392966,-0.233571251,-0.265331883,-0.194430584,-0.225436423,-0.269395744,-0.282923799,0.126805407,0.167283644,0.257239436,0.344983426,0.208391759,0.268314907,0.379227689,0.45391289,0.83521992,0.129046327
Substratum_SUB,SUB,Crypto,0.013436445,0.671891757,7.540342169,1.672736297,0.062414358,-0.172260046,-0.235770694,-0.297985532,-0.373158241,-0.249671839,-0.301873923,-0.374293485,-0.401588338,0.179305443,0.238238164,0.320502586,0.453002278,0.283797117,0.35315192,0.479760226,0.572150422,0.794083893,0.120865604
VIBE_VIBE,VIBE,Crypto,0.020584598,4.022609401,42.16303291,1.526920536,0.056040465,-0.184363829,-0.245458731,-0.302598553,-0.375432222,-0.26095675,-0.304116788,-0.357925753,-0.393369447,0.174424738,0.277776369,0.411224137,0.842000544,0.389436169,0.551109309,0.879033552,1.140498973,0.828400289,0.171599511
Kin_KIN,KIN,Crypto,0.016294899,1.366125562,16.43847573,1.493246258,0.051589116,-0.17319179,-0.233810485,-0.336701665,-0.385526347,-0.269643274,-0.34438695,-0.467349388,-0.534967586,0.145750596,0.237311282,0.529646751,0.627321131,0.34396436,0.482759619,0.69318766,0.775159633,0.860961799,0.11810808
SALT_SALT,SALT,Crypto,0.010686594,0.635207066,5.573940179,1.469649134,0.049085589,-0.177828326,-0.219764354,-0.252024841,-0.27703932,-0.225745916,-0.257822214,-0.282801795,-0.314100471,0.170369172,0.22095935,0.352814374,0.394666951,0.265748871,0.332198318,0.398350531,0.420358822,0.550192621,0.179559442
Cardano_ADA,ADA,Crypto,0.010741053,3.204650509,26.08888733,1.366628823,0.03844635,-0.136382633,-0.16013135,-0.200608274,-0.220060895,-0.176279026,-0.2048271,-0.242968034,-0.284729176,0.134980426,0.241212992,0.320905039,0.585225423,0.290238627,0.425701851,0.646484852,0.87420903,0.898705322,0.087320358
Tezos_XTZ,XTZ,Crypto,0.007896753,0.178484165,7.666069923,1.700986841,0.048277302,-0.117038095,-0.155747592,-0.271393545,-0.333239772,-0.194860092,-0.25775986,-0.343790841,-0.409449193,0.140610117,0.191399891,0.246318165,0.299367049,0.211635232,0.262592144,0.328537642,0.418448705,0.424674143,0.255667629
AUD_AUD,AUD,Exchange rate,3.48E-05,-0.107557708,3.959368853,1.873525388,0.003785491,-0.010233958,-0.012885345,-0.015419494,-0.01753688,-0.013537048,-0.015614344,-0.018103675,-0.02019949,0.009048796,0.011718471,0.014743953,0.018339568,0.012549866,0.014925205,0.017862686,0.019899508,0.967638238,0.02629685
CAD_CAD,CAD,Exchange rate,2.27E-05,-0.101124237,4.07401882,1.868930624,0.003050256,-0.007669647,-0.009688308,-0.012191832,-0.013362449,-0.010465912,-0.012402519,-0.014784039,-0.017084272,0.007650646,0.00962575,0.011909407,0.013189789,0.010362092,0.012096294,0.014164179,0.016315229,0.108569303,0.149822015
CHF_CHF,CHF,Exchange rate,5.05E-05,-13.75640924,376.7457335,1.757872023,0.002938715,-0.007963807,-0.010331551,-0.013816399,-0.015965699,-0.013793805,-0.01879867,-0.02888286,-0.045211472,0.008048302,0.01061034,0.013580585,0.014704294,0.011504836,0.013830611,0.016940288,0.020301924,0.819378019,0.007564239
CNY_CNY,CNY,Exchange rate,4.64E-06,0.507576216,11.68074429,1.31468511,0.00084303,-0.003090391,-0.004257479,-0.006125493,-0.007519803,-0.00501517,-0.006390722,-0.007983958,-0.00923978,0.003234488,0.004867881,0.006883181,0.007860279,0.005484722,0.007065258,0.009017529,0.011061069,0.607065996,0.189930121
DKK_DKK,DKK,Exchange rate,2.58E-05,-0.1292378,5.695750255,1.800664414,0.003042431,-0.008050811,-0.010403103,-0.013488946,-0.016036181,-0.01151501,-0.013925894,-0.017405602,-0.021075026,0.007903742,0.009880335,0.013740935,0.015551183,0.011278851,0.013929751,0.017019861,0.019785822,0.957261018,0.034881562
EUR_EUR,EUR,Exchange rate,2.59E-05,0.120839291,5.636730393,1.801927872,0.003055748,-0.007928912,-0.009983664,-0.014192477,-0.015935498,-0.011360157,-0.014018505,-0.017072522,-0.019770618,0.008207572,0.010526885,0.013211523,0.015830777,0.011522835,0.013963224,0.017479415,0.021102989,0.956788511,0.035416539
GBP_GBP,GBP,Exchange rate,3.31E-05,-2.024022405,34.62398295,1.794165161,0.003228199,-0.008753085,-0.010800239,-0.014105471,-0.016719463,-0.012871589,-0.01604078,-0.022177958,-0.030041713,0.008560493,0.010548584,0.01361208,0.015712589,0.011882309,0.014371849,0.017805586,0.021465243,0.883635198,0.116364602
HKD_HKD,HKD,Exchange rate,1.25E-07,-0.491926089,28.06011887,1.111457216,9.72E-05,-0.000424998,-0.000666151,-0.001056113,-0.001501228,-0.000852037,-0.001176239,-0.001679649,-0.002205337,0.000463073,0.000617123,0.000955229,0.001516452,0.000823809,0.001123477,0.00168654,0.002233028,0.481539156,0.111736568
INR_INR,INR,Exchange rate,1.10E-05,0.268511688,5.234229975,1.664441175,0.001817214,-0.005063181,-0.006554999,-0.008166489,-0.009936551,-0.007129932,-0.008509114,-0.010327984,-0.012260887,0.005787889,0.00744513,0.009864236,0.010724502,0.008088954,0.009719821,0.011591863,0.01291303,0.956084912,0.025606495
JPY_JPY,JPY,Exchange rate,2.90E-05,-0.476000841,7.998272527,1.70092621,0.002955579,-0.008517949,-0.011048734,-0.014940281,-0.01687625,-0.012821589,-0.015915838,-0.021035925,-0.027012052,0.007747898,0.011073732,0.014153597,0.017907117,0.011829604,0.014575138,0.018091224,0.020903758,0.937165917,0.055858238
NOK_NOK,NOK,Exchange rate,4.04E-05,0.171618462,4.085344669,1.840156825,0.003990822,-0.009770623,-0.012543852,-0.01626356,-0.017811057,-0.013310831,-0.015795015,-0.018135084,-0.019208288,0.010750396,0.014137396,0.017828125,0.019231373,0.014950422,0.017518224,0.020730781,0.023441782,0.660803249,0.15529917
NZD_NZD,NZD,Exchange rate,4.08E-05,-0.026002044,4.078972389,1.906051567,0.004187781,-0.010696466,-0.012902667,-0.017033866,-0.018691133,-0.014160998,-0.016587867,-0.019891224,-0.022199174,0.009863377,0.01271239,0.016671651,0.018916945,0.013696466,0.016319609,0.019686489,0.021646684,0.972989677,0.021784153
SEK_SEK,SEK,Exchange rate,3.43E-05,0.019024089,4.728360956,1.838642379,0.003654259,-0.009378701,-0.012170257,-0.015487733,-0.0166224,-0.012990633,-0.015237328,-0.017755912,-0.019807821,0.009641096,0.012333992,0.015370926,0.016425337,0.013063891,0.015422531,0.018252098,0.020776805,0.145087143,0.075220162
AlphabetIncClass_GOOG,GOOG,Stock,0.00013436,-0.702103171,3.199291444,1.942912452,0.007847909,-0.042224881,-0.046735347,-0.048948555,-0.049560666,-0.046996824,-0.04878619,-0.049862933,-0.050514269,-0.001947029,-0.001068341,-0.00020821,0.000461874,-0.000810782,-0.000127695,0.000733292,0.001355455,0.27426025,0.72573955
DiscoveryInc.Class_DISCK,DISCK,Stock,0.000612357,-0.232248325,2.169181598,2,0.018420882,-0.096926344,-0.101856431,-0.105452493,-0.106782449,-0.102451063,-0.105166308,-0.107276654,-0.108517,-0.017612239,-0.013168532,-0.008476266,-0.006374041,-0.011840723,-0.008641528,-0.004817012,-0.002241336,0.101227616,0.880317163
NewsCorp.Class_NWS,NWS,Stock,0.000565825,-0.533721201,2.187666969,2,0.017373323,-0.031036836,-0.033447927,-0.03663522,-0.039134637,-0.034310603,-0.036416942,-0.039086809,-0.040517122,0.038969804,0.044819811,0.056863022,0.060444458,0.048401843,0.055229993,0.06223652,0.065524147,0.268950451,0.69997224
3MCompan_MMM,MMM,Stock,0.000141091,-1.578679596,19.16546123,1.561033794,0.005660976,-0.01819716,-0.024932676,-0.035388407,-0.044902252,-0.030069816,-0.038702923,-0.053700435,-0.067742669,0.017263053,0.021415063,0.029358563,0.035153322,0.024487042,0.02965515,0.037862602,0.044336833,0.982264014,0.015952703
A.O.SmithCor_AOS,AOS,Stock,0.000215079,-0.210602337,6.838823513,1.719671467,0.008144679,-0.023185504,-0.032341144,-0.041156844,-0.049295958,-0.035358308,-0.043481088,-0.05478334,-0.064205422,0.021892966,0.028001329,0.037133308,0.054383725,0.032400108,0.040254303,0.054699317,0.064224991,0.760052865,0.121612089
ABIOMEDIn_ABMD,ABMD,Stock,0.000791999,-1.414907526,37.5666697,1.630785824,0.012426405,-0.034427977,-0.045233442,-0.069427714,-0.096701533,-0.062822935,-0.085089856,-0.133465845,-0.185705347,0.036330694,0.045164887,0.072738296,0.093381864,0.060159652,0.079340219,0.121697414,0.160542079,0,0.409207884
AESCor_AES,AES,Stock,0.000250368,-0.199597328,5.405857962,1.830294951,0.009715087,-0.025548267,-0.032950208,-0.041732669,-0.048718918,-0.036509548,-0.04395629,-0.05568349,-0.064881281,0.024931854,0.030556144,0.037703604,0.049608984,0.034081202,0.040918835,0.0521008,0.060410045,0.920395531,0.049800727
AFLACIn_AFL,AFL,Stock,0.000106062,-0.633203103,8.544329402,1.717777613,0.005654811,-0.015613671,-0.023019092,-0.033379503,-0.036992464,-0.025872793,-0.032726858,-0.042014261,-0.049173097,0.014861627,0.018678694,0.02450169,0.030197283,0.021434046,0.026106215,0.034038634,0.040108991,0.689842338,0.187804647
AMETEKInc_AME,AME,Stock,0.000153464,-0.398742174,6.249717541,1.78025616,0.007314644,-0.020855359,-0.025383902,-0.034521635,-0.038716995,-0.029240901,-0.035237287,-0.044722806,-0.052819517,0.019104939,0.023646129,0.030820615,0.03616183,0.02649985,0.031470146,0.03878681,0.044448546,0.690380446,0.166388369
ANSY_ANSS,ANSS,Stock,0.000189674,-0.286611385,7.49738691,1.691043978,0.007490172,-0.022772449,-0.030265745,-0.040978572,-0.051842915,-0.033708121,-0.04159031,-0.053123313,-0.061525498,0.021041079,0.025141284,0.032804596,0.042955686,0.02958048,0.035875675,0.048485337,0.059250187,0.9,0.05
AT&TInc_T,T,Stock,0.000126721,-0.906660315,8.476105309,1.701620014,0.006129115,-0.017774033,-0.023715216,-0.037754683,-0.041785846,-0.028808846,-0.036951975,-0.048801098,-0.057847141,0.016537743,0.020890028,0.026412026,0.032642686,0.022922398,0.027347089,0.03405511,0.039037305,0.9,0.05
AbbVieInc_ABBV,ABBV,Stock,0.000324774,-0.953617315,15.85063982,1.579445669,0.00869745,-0.027768244,-0.035950275,-0.047823969,-0.065394377,-0.043799525,-0.056006558,-0.078936146,-0.100747662,0.025617783,0.034372122,0.045601212,0.057302053,0.038647999,0.047995484,0.063743402,0.076111988,0.72991048,0.122509666
AbbottLaboratorie_ABT,ABT,Stock,0.000162525,-0.915550381,8.642798968,1.739528624,0.007177556,-0.020282924,-0.025899148,-0.038789814,-0.045770983,-0.031462025,-0.039855876,-0.053687882,-0.064826196,0.019616986,0.023033693,0.030579421,0.034120823,0.025980224,0.030812421,0.037099234,0.041821056,0.955652304,0.032799518
Accenturepl_ACN,ACN,Stock,0.000144167,-0.426486502,8.03292722,1.660471322,0.006281478,-0.018251701,-0.025943503,-0.036789459,-0.046551492,-0.02980501,-0.03766313,-0.049065877,-0.056534111,0.017779446,0.023063027,0.0305196,0.039806438,0.026657827,0.033006128,0.044262878,0.052327579,0.710260041,0.145013132
ActivisionBlizzar_ATVI,ATVI,Stock,0.000416529,0.134581789,11.61779515,1.694350694,0.010747464,-0.031142201,-0.039703057,-0.061432129,-0.070112369,-0.048507676,-0.061439107,-0.079035934,-0.093635857,0.028356966,0.037177671,0.050906318,0.071021262,0.045427724,0.058152789,0.082225698,0.106920757,0.532442126,0.253249319
AdobeSystemsIn_ADBE,ADBE,Stock,0.000276969,-0.001253556,8.700367863,1.640061739,0.008556958,-0.02549295,-0.035326657,-0.047961311,-0.059388395,-0.039945416,-0.049687055,-0.062767836,-0.072023776,0.023661085,0.030281099,0.041572292,0.06490155,0.03753692,0.048017931,0.068652646,0.084837889,0.730122506,0.170636286
AdvanceAutoPart_AAP,AAP,Stock,0.000374792,-0.71094592,27.75614522,1.622101408,0.008961925,-0.027824018,-0.03555656,-0.045374955,-0.054106331,-0.043119899,-0.054807748,-0.078057114,-0.107337364,0.024919872,0.03070678,0.050070769,0.076503475,0.042799918,0.05771457,0.088369408,0.111973268,0,0.045815549
AdvancedMicroDevicesIn_AMD,AMD,Stock,0.001468983,0.698520783,17.0572364,1.579496264,0.018297071,-0.054480619,-0.076571145,-0.099459211,-0.128434298,-0.085929856,-0.108671928,-0.142064438,-0.172669519,0.059533297,0.081437649,0.109211829,0.135216749,0.094475423,0.118893759,0.155549151,0.191434939,0.502606428,0.250188403
AffiliatedManagersGroupIn_AMG,AMG,Stock,0.000315379,-0.500598484,7.567215286,1.684104513,0.009720174,-0.029689692,-0.036844068,-0.048630873,-0.060591481,-0.042549648,-0.052309596,-0.070554396,-0.084009463,0.026354403,0.034757546,0.046610891,0.05282525,0.038513671,0.046808314,0.05539917,0.061021007,0.79598803,0.135712087
AgilentTechnologiesIn_A,A,Stock,0.000214857,-0.849466409,9.0040896,1.749680189,0.008371388,-0.023881084,-0.030974211,-0.042247393,-0.04440855,-0.035550159,-0.044058368,-0.057619256,-0.071864873,0.022425828,0.027162249,0.032803301,0.036872512,0.029669329,0.034913732,0.042200155,0.049993103,0.706449157,0.107781022
AirProducts&ChemicalsIn_APD,APD,Stock,0.000143361,0.224553429,6.495702408,1.698018453,0.006630904,-0.018985859,-0.024419055,-0.032897206,-0.037524558,-0.026989958,-0.032410067,-0.039225456,-0.043197977,0.018646541,0.02303405,0.035159165,0.043618466,0.028040111,0.035247187,0.047388999,0.055446956,0.567519662,0.222697967
AkamaiTechnologiesIn_AKAM,AKAM,Stock,0.000427071,0.04132804,28.1799377,1.651705021,0.009462515,-0.028800799,-0.037692132,-0.050052232,-0.060779819,-0.047163173,-0.061626921,-0.090927214,-0.12747842,0.025135871,0.030261827,0.040341312,0.05996147,0.041993293,0.055910643,0.090344528,0.133302124,0.387216308,0.268295955
AlaskaAirGroupIn_ALK,ALK,Stock,0.000356424,-0.490563494,6.949494544,1.8114879,0.011342045,-0.030449498,-0.03945928,-0.051287468,-0.064005945,-0.044520921,-0.054624114,-0.07103242,-0.085477339,0.029026678,0.035190102,0.046497189,0.05503808,0.040045462,0.047592863,0.059141017,0.066280392,0.239818425,0.058584537
AlbemarleCor_ALB,ALB,Stock,0.000371129,-0.692826078,8.448330706,1.615095282,0.009872828,-0.033615824,-0.043510799,-0.055023898,-0.072648262,-0.049787694,-0.06058589,-0.078814623,-0.093696983,0.027944971,0.03574447,0.046034378,0.057416554,0.040238434,0.04899024,0.063107366,0.076141737,0.815931735,0.114470086
AlexandriaRealEstateEquitie_ARE,ARE,Stock,0.000128537,-0.635460395,5.11558181,1.772213979,0.006735025,-0.01934134,-0.025561966,-0.03417429,-0.039661626,-0.027936797,-0.033831384,-0.041770194,-0.047342333,0.017807326,0.020915676,0.026507748,0.029042672,0.022681505,0.026073459,0.03021368,0.032463537,0.84068083,0.093038021
AlexionPharmaceutical_ALXN,ALXN,Stock,0.000581258,0.114201702,8.784399938,1.792734053,0.014000118,-0.035156108,-0.045876835,-0.067582033,-0.08605037,-0.054633821,-0.069344877,-0.093347318,-0.108690097,0.035588041,0.050003507,0.061818013,0.071273483,0.054094235,0.067154924,0.086211009,0.104905487,0.904117183,0.041655367
AlignTechnolog_ALGN,ALGN,Stock,0.000569407,-2.27131967,33.20293566,1.624169333,0.011021521,-0.03161461,-0.04728326,-0.069070567,-0.090439175,-0.058609962,-0.079536836,-0.115438776,-0.152052639,0.031306258,0.039506154,0.05746512,0.071478441,0.04935056,0.062899683,0.085173985,0.10510457,0.993346672,0.006653128
Allegio_ALLE,ALLE,Stock,0.000171961,-0.323275194,5.372333401,1.769639734,0.007688025,-0.021050548,-0.028406189,-0.039544245,-0.04350486,-0.031347876,-0.038600029,-0.047193578,-0.053169302,0.020601377,0.026764431,0.03479001,0.03885445,0.029033558,0.034510342,0.041270489,0.046186835,0.678928968,0.140925855
"Allergan,Pl_AGN",AGN,Stock,0.000369364,0.725497012,20.88262513,1.69978489,0.01015637,-0.028815844,-0.036986266,-0.047111721,-0.054331726,-0.042362515,-0.05164945,-0.068945628,-0.086544546,0.027852638,0.038009362,0.048960603,0.058480423,0.043569502,0.054594938,0.0730268,0.09255149,0.725652686,0.24639516
AllianceDataSystem_ADS,ADS,Stock,0.000346909,-1.626821031,19.22165126,1.67630922,0.009531802,-0.028589247,-0.040237672,-0.052662147,-0.073575687,-0.04781245,-0.061491233,-0.089035502,-0.113129502,0.025655431,0.031577113,0.046152399,0.054034822,0.036488329,0.044618772,0.059465341,0.068709988,0.82625317,0.036095055
AlliantEnergyCor_LNT,LNT,Stock,0.000111491,-0.590919863,5.032065692,1.844465388,0.006586664,-0.017904939,-0.021895871,-0.029071946,-0.037299281,-0.02506842,-0.030630338,-0.039620771,-0.046246839,0.016613015,0.019474484,0.023495198,0.025503107,0.020869785,0.023704026,0.027986577,0.03133113,0.255176436,0.120926328
AllstateCor_ALL,ALL,Stock,0.000115428,-1.026216776,14.36682509,1.633783127,0.005374267,-0.01556036,-0.023102957,-0.030311631,-0.039035012,-0.026359604,-0.033564206,-0.046795363,-0.059175701,0.015345822,0.020834653,0.02933449,0.037296473,0.023708522,0.029622364,0.038709514,0.04410928,0.948337483,0.028351252
AlphabetIncClass_GOOGL,GOOGL,Stock,0.000363548,0.47522297,9.093365397,1.814571032,0.0113832,-0.010896409,-0.020339262,-0.033785323,-0.042055181,-0.023987229,-0.033101242,-0.044325969,-0.050114256,0.047984777,0.05454631,0.066965306,0.073390043,0.060919445,0.070722563,0.088192523,0.106253909,0.892337375,0.077097995
AltriaGroupIn_MO,MO,Stock,0.000153148,-0.990882166,8.889472212,1.686570042,0.006686293,-0.019351875,-0.029615834,-0.037809386,-0.047124382,-0.032080606,-0.040502745,-0.052831379,-0.063439488,0.018263379,0.022246818,0.028437947,0.031705558,0.024549879,0.028726522,0.034856257,0.038977512,0.440798945,0.257157476
Amazon.comInc_AMZN,AMZN,Stock,0.000363965,0.148187503,11.46257719,1.592465974,0.009150949,-0.029717611,-0.038831304,-0.058897212,-0.065505869,-0.045673751,-0.057366878,-0.07643196,-0.090777874,0.02657488,0.035655312,0.05189268,0.076500501,0.044465259,0.058216939,0.084167549,0.106467423,0.74136278,0.170493485
Amcorpl_AMCR,AMCR,Stock,0.000141905,2.250704449,56.26377376,0.613515161,0.00028202,-0.013506755,-0.026271594,-0.042579495,-0.051868574,-0.031213434,-0.042472895,-0.057567706,-0.068878795,0.01444019,0.023992414,0.040168906,0.057816668,0.030987808,0.043030682,0.065217261,0.083258602,0,0
AmerenCor_AEE,AEE,Stock,0.00011815,-0.384014396,5.009358784,1.859458363,0.006838497,-0.017760465,-0.023049703,-0.029149397,-0.036291848,-0.025377778,-0.030492329,-0.038117374,-0.043528646,0.017040899,0.020392619,0.025278021,0.028660905,0.022354359,0.02602168,0.031881113,0.037002697,0.9,0.05
AmericanAirlinesGrou_AAL,AAL,Stock,0.000533294,-0.202321945,4.960319413,1.795269795,0.013919112,-0.03842391,-0.047995621,-0.062041356,-0.075384663,-0.053985233,-0.064115761,-0.079906387,-0.091860908,0.03599655,0.045719418,0.061348541,0.06604745,0.049934578,0.059684635,0.072570252,0.081458743,0.861615208,0.057960291
AmericanElectricPowe_AEP,AEP,Stock,0.00010895,-0.568771472,4.601641174,1.846176219,0.006544117,-0.016627152,-0.022405635,-0.031805812,-0.036918203,-0.024872966,-0.030527306,-0.038207377,-0.042325232,0.016999806,0.020295795,0.024536967,0.026382098,0.021056819,0.023532965,0.026653382,0.027918877,0.9,0.05
AmericanExpressC_AXP,AXP,Stock,0.000164995,-0.769560806,14.2726247,1.62658324,0.006441918,-0.020745348,-0.027348304,-0.03833659,-0.046166804,-0.031929435,-0.039980459,-0.05337318,-0.065134994,0.018224691,0.02322182,0.029515829,0.037756044,0.027070291,0.033958237,0.046154854,0.058232,0.891795682,0.069923837
AmericanInternationalGrou_AIG,AIG,Stock,0.000175277,-0.647440769,9.450660265,1.6862652,0.007072238,-0.019981757,-0.026869779,-0.039412214,-0.048130485,-0.032271213,-0.041606509,-0.056168305,-0.067895565,0.019590368,0.025425259,0.032618494,0.043427911,0.028475324,0.034995216,0.045118011,0.053301429,0.561424352,0.188725935
AmericanTowerCorp_AMT,AMT,Stock,0.000132563,-0.359997382,5.629514404,1.796742245,0.006859039,-0.017334314,-0.025005966,-0.033696429,-0.040184761,-0.027386358,-0.033730856,-0.042246168,-0.048454567,0.018440626,0.021737447,0.027635869,0.036263121,0.0247829,0.02946387,0.037796116,0.043638341,0.824650672,0.07566989
AmericanWaterWorksCompanyIn_AWK,AWK,Stock,0.000109312,-0.57899574,5.653417485,1.832167484,0.00640219,-0.016224429,-0.020633317,-0.030098997,-0.038336818,-0.024560817,-0.030782205,-0.040667649,-0.047130776,0.016494355,0.020355774,0.023893837,0.026676172,0.021709935,0.025088514,0.02965954,0.033759369,0.9,0.05
AmeripriseFinancia_AMP,AMP,Stock,0.000268882,-0.296850825,7.718376324,1.719305331,0.009153766,-0.028750293,-0.036358082,-0.045403852,-0.051749349,-0.040352745,-0.048279034,-0.061197486,-0.073080009,0.024724411,0.030082901,0.041181437,0.048398149,0.034791819,0.042055837,0.054562387,0.064755548,0.673656097,0.166731716
AmerisourceBergenCor_ABC,ABC,Stock,0.000248619,-0.803996741,12.60981689,1.606233939,0.00770054,-0.025301411,-0.036169346,-0.045901035,-0.053940443,-0.040756854,-0.051351416,-0.066981273,-0.083722907,0.021752117,0.028064522,0.041261889,0.051044668,0.033494403,0.042112403,0.058302083,0.070399132,0.79430365,0.085743198
AmgenInc_AMGN,AMGN,Stock,0.000227269,-0.174846124,6.238906944,1.689893362,0.008322887,-0.025133914,-0.032938401,-0.038569119,-0.047745246,-0.035078351,-0.041865913,-0.051893968,-0.062401767,0.024267008,0.031086329,0.043887015,0.052134203,0.03504803,0.042586384,0.05276662,0.056494325,0.832863939,0.077547234
AmphenolCor_APH,APH,Stock,0.000142166,-0.648503679,7.088762307,1.674854863,0.006454945,-0.018693596,-0.025699978,-0.032770697,-0.045455064,-0.029426986,-0.036688656,-0.049317594,-0.058952004,0.019311417,0.023682114,0.02936672,0.033756,0.025687581,0.030292684,0.036761862,0.041663414,0.874848691,0.090524491
"AnalogDevices,Inc_ADI",ADI,Stock,0.000263328,0.038361488,6.702445958,1.651927893,0.008640703,-0.025958703,-0.033332429,-0.045963195,-0.055237093,-0.037710588,-0.046073909,-0.057303644,-0.065350507,0.023914321,0.031390565,0.047976033,0.057802321,0.037544853,0.048028753,0.061990244,0.072007766,0.886194374,0.07060552
Anthe_ANTM,ANTM,Stock,0.000229412,-0.126435766,6.108016559,1.711823343,0.008548494,-0.023940143,-0.031678467,-0.037820019,-0.049111564,-0.03444073,-0.041835321,-0.052676745,-0.062230298,0.023930845,0.03034115,0.040216924,0.048697069,0.03451733,0.042017626,0.051679097,0.060816632,0.745769414,0.10651898
Aonpl_AON,AON,Stock,0.000121309,-0.500637648,8.055867114,1.671027278,0.005935381,-0.017287025,-0.023796381,-0.031434274,-0.038543347,-0.026606966,-0.03320631,-0.042660192,-0.051003644,0.017002386,0.021116228,0.026516549,0.032918836,0.023978141,0.028704567,0.036486424,0.043447656,0.222023324,0.140815776
ApacheCorporatio_APA,APA,Stock,0.000583711,-0.014130278,5.148392168,1.771710622,0.014286839,-0.040311323,-0.04912835,-0.063562813,-0.07445595,-0.055003619,-0.065789039,-0.081228187,-0.095148514,0.038054674,0.052213197,0.066358997,0.072174296,0.055203426,0.065671586,0.076517806,0.084575449,0.949055433,0.049262877
ApartmentInvestment&Managemen_AIV,AIV,Stock,0.000135596,-0.532110086,5.07368551,1.82339227,0.007158755,-0.019322604,-0.024176815,-0.032567191,-0.038623472,-0.027867144,-0.03374936,-0.042638509,-0.048719076,0.019013277,0.023242215,0.026778814,0.028178771,0.024053346,0.027185825,0.030409966,0.033093069,0.849763969,0.095030925
AppleInc_AAPL,AAPL,Stock,0.000241285,-0.361755162,7.67105665,1.629480902,0.008043744,-0.024842411,-0.031607868,-0.045170817,-0.056058661,-0.037069275,-0.046757886,-0.061483715,-0.073205203,0.023339386,0.032986784,0.041851102,0.055284353,0.035917007,0.044268802,0.055755429,0.064013234,0.809992703,0.104530204
AppliedMaterialsInc_AMAT,AMAT,Stock,0.000387484,-0.067956708,6.337229676,1.704502358,0.011002478,-0.031597938,-0.042083157,-0.054183958,-0.064225868,-0.046273234,-0.056390185,-0.068382441,-0.078218449,0.029306734,0.03823119,0.05115187,0.063371056,0.043605844,0.053022949,0.070033287,0.082879737,0.88139397,0.046519095
AptivPl_APTV,APTV,Stock,0.000314234,-0.339348176,7.289666946,1.651512421,0.009485108,-0.028156081,-0.040241082,-0.047567601,-0.05624221,-0.042786594,-0.051725445,-0.063681165,-0.076576825,0.02783677,0.03468131,0.04592896,0.05393145,0.039272856,0.047382242,0.05972755,0.069621246,0.901761678,0.064500812
Archer-Daniels-MidlandC_ADM,ADM,Stock,0.000195808,-0.727289769,8.249492384,1.649339063,0.007386764,-0.023287301,-0.029165934,-0.039160298,-0.055778035,-0.034937818,-0.043677463,-0.060564679,-0.072998627,0.020930007,0.02667178,0.034006198,0.037980357,0.029589904,0.035132492,0.042815352,0.049894724,0.796545426,0.095518369
ArconicInc_ARNC,ARNC,Stock,0.000571878,-0.943367108,14.02115119,1.631337387,0.0119576,-0.034269945,-0.048806556,-0.061989416,-0.093605344,-0.058138204,-0.074697829,-0.10499906,-0.13633026,0.033329375,0.04801676,0.062001019,0.083472228,0.053376412,0.066075612,0.085566644,0.101881772,0.887512264,0.049587597
ArthurJ.Gallagher&Co_AJG,AJG,Stock,9.98E-05,-0.1333441,6.474761143,1.777045298,0.005866967,-0.016075491,-0.020636954,-0.028013107,-0.032702888,-0.023318513,-0.028485302,-0.035275192,-0.040451201,0.015383589,0.019323903,0.025120209,0.028000928,0.021801253,0.026386058,0.033064816,0.039537447,0.531000259,0.227439485
Assuran_AIZ,AIZ,Stock,0.000177402,-1.066842018,17.00855384,1.72728002,0.007136606,-0.020039581,-0.026357356,-0.034321548,-0.042414837,-0.031276548,-0.039611122,-0.055453858,-0.073142689,0.018985133,0.024898604,0.033176671,0.04319935,0.028552723,0.035655626,0.048251086,0.05883581,0.550456174,0.112140991
AtmosEnergyCor_ATO,ATO,Stock,0.00011032,-0.477023441,5.086773932,1.833353972,0.006471762,-0.016531168,-0.021739837,-0.030208473,-0.038347435,-0.024893387,-0.030788512,-0.039032686,-0.045311708,0.017222295,0.020697154,0.025731759,0.028374722,0.022251359,0.025592103,0.029700938,0.032529948,0.949254625,0.032630191
AutoZoneIn_AZO,AZO,Stock,0.000193882,-1.40800389,16.51436512,1.745275618,0.007485083,-0.018172563,-0.024532734,-0.034218037,-0.051583646,-0.031798257,-0.042644683,-0.066221871,-0.09017559,0.02095402,0.026897283,0.034424902,0.040869508,0.029982451,0.036060502,0.045292964,0.053188919,0.357553184,0.383524494
AutodeskInc_ADSK,ADSK,Stock,0.000417863,0.145413832,12.45629363,1.636811982,0.010338622,-0.030905699,-0.038804718,-0.056745808,-0.067261002,-0.046403873,-0.058031944,-0.075324524,-0.087748763,0.030095686,0.038454584,0.05265485,0.077659395,0.047653223,0.061317641,0.087278473,0.109850317,0.56685483,0.096602815
