asset_unique,symb_assets,type_assets,F1,F2,F3,cluster
UnitedTechnologie_UTX,UTX,Stock,-0.579051506,0.063860586,-0.560266822,3
"UniversalHealthServices,Inc_UHS",UHS,Stock,-0.47449468,-0.096248142,1.456048685,7
UnumGrou_UNM,UNM,Stock,-0.478693143,0.436161573,0.58861345,7
V.F.Corp_VFC,VFC,Stock,-0.518533467,0.391891803,-0.58413924,3
ValeroEnerg_VLO,VLO,Stock,-0.486340424,-0.047621611,-1.041408406,3
VarianMedicalSystem_VAR,VAR,Stock,-0.512273325,-0.265696322,2.104704712,6
VentasIn_VTR,VTR,Stock,-0.526200848,2.308502891,0.461002588,8
VerisignInc_VRSN,VRSN,Stock,-0.503819523,-0.394838561,0.262347821,1
VeriskAnalytic_VRSK,VRSK,Stock,-0.548963738,-0.115110627,1.933079164,6
VerizonCommunication_VZ,VZ,Stock,-0.6321132,-0.473530193,1.468052172,7
VertexPharmaceuticalsIn_VRTX,VRTX,Stock,-0.34059775,-0.745724648,-0.418889648,1
ViacomInc_VIAB,VIAB,Stock,-0.352214344,0.513082301,0.473185442,1
VisaInc_V,V,Stock,-0.536830863,-0.245098141,0.014398061,1
VornadoRealtyTrus_VNO,VNO,Stock,-0.647943255,-0.292506433,-0.434392526,3
WabtecCorporatio_WAB,WAB,Stock,-0.481975169,-0.036476094,-0.251280956,1
WalgreensBootsAllianc_WBA,WBA,Stock,-0.4760339,0.357877249,1.054584398,7
Walmar_WMT,WMT,Stock,-0.540222444,-0.274314402,2.636059873,6
WasteManagementInc_WM,WM,Stock,-0.634069542,-0.230152003,0.644385615,7
WatersCorporatio_WAT,WAT,Stock,-0.518664649,0.272503492,0.089476213,1
WecEnergyGroupIn_WEC,WEC,Stock,-0.66804731,-0.038577472,-1.087999736,3
WellCar_WCG,WCG,Stock,-0.428912545,0.231658307,-0.541252776,3
WellsFarg_WFC,WFC,Stock,-0.576460295,-0.221486081,0.220006504,1
WelltowerInc_WELL,WELL,Stock,-0.585563687,0.045184764,-0.704796224,3
WesternDigita_WDC,WDC,Stock,-0.327808371,0.159510537,-1.086730345,3
WesternUnionC_WU,WU,Stock,-0.586819507,-0.379005896,0.463195595,1
Weyerhaeuse_WY,WY,Stock,-0.563650032,-0.127078105,-0.369060392,1
WhirlpoolCorp_WHR,WHR,Stock,-0.436338816,0.212193261,0.398817062,1
WilliamsCos_WMB,WMB,Stock,-0.137760005,1.364713684,-0.708715877,3
WillisTowersWatso_WLTW,WLTW,Stock,-0.566882706,0.150924307,0.149561764,1
WynnResortsLt_WYNN,WYNN,Stock,-0.249020917,-0.120139405,-0.970656942,3
XcelEnergyIn_XEL,XEL,Stock,-0.683785723,-0.286209107,0.263868568,1
Xero_XRX,XRX,Stock,-0.454158835,-0.113522341,1.145707354,7
Xilin_XLNX,XLNX,Stock,-0.377708702,0.16071537,0.884117987,7
XylemInc_XYL,XYL,Stock,-0.578977617,-0.288712238,-0.606915657,3
Yum!BrandsIn_YUM,YUM,Stock,-0.478760397,1.372619852,-0.301812969,3
ZionsBancor_ZION,ZION,Stock,-0.521048926,-0.277492795,0.133730648,1
Zoeti_ZTS,ZTS,Stock,-0.497257895,-0.262696767,1.229502486,7
eBayInc_EBAY,EBAY,Stock,-0.478703919,-0.127386722,1.29288797,7
AristaNetwork_ANET,ANET,Stock,-0.211338073,0.006265406,-0.360168006,1
IHSMarkitLtd_INFO,INFO,Stock,-0.543292574,-0.494466093,0.989400488,7
SynchronyFinancia_SYF,SYF,Stock,-0.479198035,0.533084913,-0.663772792,3
CitizensFinancialGrou_CFG,CFG,Stock,-0.512904093,-0.235577314,0.136583802,1
KeysightTechnologie_KEYS,KEYS,Stock,-0.455312386,-0.559596522,1.180832207,7
Qorv_QRVO,QRVO,Stock,-0.302087097,-0.145000658,-1.014603202,3
WestRoc_WRK,WRK,Stock,-0.441856536,0.097884198,-0.825039615,3
KraftHeinzC_KHC,KHC,Stock,-0.417284449,3.506602825,0.361923863,8
PayPa_PYPL,PYPL,Stock,-0.45212143,-0.211680847,-0.419206949,3
HewlettPackardEnterpris_HPE,HPE,Stock,-0.414228525,-0.079562533,-0.738095865,3
FortiveCor_FTV,FTV,Stock,-0.577008769,-0.142800216,-0.962317264,3
LambWestonHoldingsIn_LW,LW,Stock,-0.593697177,-0.28997862,-0.505931209,3
