Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
RNST,Renasant Corporation,34.13,1374229262,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/rnst
CNS,Cohn & Steers Inc,29.98,1362192206,n/a,2004,Finance,Investment Managers,http://www.nasdaq.com/symbol/cns
UCBI,"United Community Banks, Inc.",18.88,1349530506,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ucbi
SRG,Seritage Growth Properties,40.49,1343460346,n/a,2015,Finance,Real Estate,http://www.nasdaq.com/symbol/srg
PRK,Park National Corporation,87.42,1341968422,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/prk
NWBI,"Northwest Bancshares, Inc.",13.08,1331137290,n/a,2009,Finance,Major Banks,http://www.nasdaq.com/symbol/nwbi
BBCN,"BBCN Bancorp, Inc.",16.61,1321382971,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bbcn
FBC,"Flagstar Bancorp, Inc.",23.13,1305483961,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fbc
HMN,Horace Mann Educators Corporation,32.06,1304863512,n/a,1991,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/hmn
PFS,"Provident Financial Services, Inc",19.36,1273170441,n/a,2003,Finance,Savings Institutions,http://www.nasdaq.com/symbol/pfs
SFN,Stifel Financial Corporation,25.9665,1273108880,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/sfn
BOFI,"BofI Holding, Inc.",20.2,1272211918,n/a,2005,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bofi
FIBK,"First Interstate BancSystem, Inc.",27.92,1266032595,n/a,2010,Finance,Major Banks,http://www.nasdaq.com/symbol/fibk
CHFC,Chemical Financial Corporation,33.2,1265966896,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/chfc
NAVG,"The Navigators Group, Inc.",86.1,1241222766,n/a,1986,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/navg
INDB,Independent Bank Corp.,45.53,1194570200,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/indb
OB,"OneBeacon Insurance Group, Ltd.",12.42,1183176843,n/a,2006,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ob
KRNY,Kearny Financial,12.64,1182195083,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/krny
TLMR,"Talmer Bancorp, Inc.",17.75,1173722265,n/a,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/tlmr
SFBS,"ServisFirst Bancshares, Inc.",44.96,1164630262,n/a,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/sfbs
NBTB,NBT Bancorp Inc.,26.8,1160177414,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/nbtb
WABC,Westamerica Bancorporation,44.85,1144937483,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/wabc
LTXB,"LegacyTexas Financial Group, Inc.",24.01,1143841034,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ltxb
NFJ,"AllianzGI NFJ Dividend, Interest & Premium Strategy Fund",12.07,1140908603,n/a,2005,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/nfj
UBSH,Union Bankshares Corporation,25.19,1131625534,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ubsh
WSBC,"WesBanco, Inc.",29.25,1126476351,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/wsbc
GOV,Government Properties Income Trust,15.69,1115971773,n/a,2009,Finance,Real Estate,http://www.nasdaq.com/symbol/gov
BNCL,"Beneficial Bancorp, Inc.",13.1,1086183173,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bncl
KCG,"KCG Holdings, Inc.",11.85,1070846473,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/kcg
FFBC,First Financial Bancorp.,17.26,1063987919,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffbc
ABCB,Ameris Bancorp,32.14,1034783200,n/a,1994,Finance,Major Banks,http://www.nasdaq.com/symbol/abcb
STBA,"S&T Bancorp, Inc.",29.46,1025550797,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/stba
MBI,"MBIA, Inc.",6.55,1001857968,n/a,1987,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mbi
TREE,"LendingTree, Inc.",86.31,996038114.4,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/tree
TRNO,Terreno Realty Corporation,22.69,982716583.7,n/a,2010,Finance,Real Estate,http://www.nasdaq.com/symbol/trno
VRTS,"Virtus Investment Partners, Inc.",112.81,977799401.5,n/a,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/vrts
UFCS,"United Fire Group, Inc",38.69,970205490.4,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ufcs
PHH,PHH Corp,15.9,951603075,n/a,2002,Finance,Diversified Financial Services,http://www.nasdaq.com/symbol/phh
AMSF,"AMERISAFE, Inc.",49.69,948770524.5,n/a,2005,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/amsf
WSFS,WSFS Financial Corporation,31.43,938286547.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/wsfs
BNCN,BNC Bancorp,24.59,938058729.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bncn
BPFH,"Boston Private Financial Holdings, Inc.",11.08,926873733.1,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bpfh
FRME,First Merchants Corporation,24.4,924138336.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/frme
OCN,Ocwen Financial Corporation,7.36,922873947.5,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/ocn
IPCC,Infinity Property and Casualty Corporation,80.8,909466054.4,n/a,2003,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ipcc
BANF,BancFirst Corporation,57.76,900898892.8,n/a,1993,Finance,Major Banks,http://www.nasdaq.com/symbol/banf
WIBC,"Wilshire Bancorp, Inc.",11.35,892096516.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/wibc
BHLB,"Berkshire Hills Bancorp, Inc.",28.58,885476934.8,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/bhlb
WD,"Walker & Dunlop, Inc.",28.95,884892445.4,n/a,2010,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/wd
NWLI,"National Western Life Group, Inc.",227.9,874262231.4,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/nwli
RSE,"Rouse Properties, Inc.",14.96,868012366.3,n/a,2011,Finance,Real Estate,http://www.nasdaq.com/symbol/rse
EIG,Employers Holdings Inc,27,866117961,n/a,2007,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/eig
SAFT,"Safety Insurance Group, Inc.",57.22,863625637.1,n/a,2002,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/saft
CRVL,CorVel Corp.,43.57,857883017.5,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/crvl
IILG,"Interval Leisure Group, Inc.",14.85,853735543.7,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/iilg
STC,Stewart Information Services Corporation,36.35,846431560,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/stc
GDOT,Green Dot Corporation,16.03,837995661.3,n/a,2010,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/gdot
STFC,State Auto Financial Corporation,19.99,826234316.2,n/a,1991,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/stfc
TMP,Tompkins Financial Corporation,55.16,821954384.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tmp
SRCE,1st Source Corporation,30.41,793158090.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/srce
YDKN,Yadkin Financial Corporation,24.86,788545253.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ydkn
BRKL,"Brookline Bancorp, Inc.",11.21,786689102.4,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/brkl
FCF,First Commonwealth Financial Corporation,8.84,786417609.1,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fcf
GHL,"Greenhill & Co., Inc.",26.03,763339485.2,n/a,2004,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ghl
EBSB,"Meridian Bancorp, Inc.",13.84,762039908.1,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ebsb
UVE,UNIVERSAL INSURANCE HOLDINGS INC,21.4,761845970.6,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/uve
LKFN,Lakeland Financial Corporation,45.45,756109336.1,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lkfn
GBL,"Gamco Investors, Inc.",29.35,746788561.4,n/a,1999,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/gbl
HAFC,Hanmi Financial Corporation,23.29,744714192.7,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hafc
STBZ,State Bank Financial Corporation.,20.52,734871720.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/stbz
NFBK,"Northfield Bancorp, Inc.",15.65,713101546.1,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/nfbk
CSFL,"CenterState Banks, Inc.",15.68,712952257.9,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/csfl
CFNL,Cardinal Financial Corporation,22.02,709270013.3,n/a,1998,Finance,Major Banks,http://www.nasdaq.com/symbol/cfnl
ORIT,Oritani Financial Corp.,16.01,706236081.9,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/orit
RESI,Altisource Residential Corporation,12.47,698205936.9,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/resi
CUBI,"Customers Bancorp, Inc",25.87,695447248.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cubi
CHCO,City Holding Company,45.01,688696074.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/chco
ECPG,Encore Capital Group Inc,27.01,682646013.3,n/a,n/a,Finance,Finance Companies,http://www.nasdaq.com/symbol/ecpg
FNBC,First NBC Bank Holding Company,35.59,678644925.4,n/a,2013,Finance,Major Banks,http://www.nasdaq.com/symbol/fnbc
ONDK,"On Deck Capital, Inc.",9.69,678055521.3,n/a,2014,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/ondk
CPF,CPB Inc.,21.01,658256830.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cpf
WASH,"Washington Trust Bancorp, Inc.",38.58,655920069.1,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/wash
SASR,"Sandy Spring Bancorp, Inc.",26.9,655326555.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sasr
NBHC,National Bank Holdings Corporation,21.08,639305765.8,n/a,2012,Finance,Major Banks,http://www.nasdaq.com/symbol/nbhc
DCOM,"Dime Community Bancshares, Inc.",17.06,636349703.2,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/dcom
HTLF,"Heartland Financial USA, Inc.",30.68,633153008.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/htlf
WLRH,WL Ross Holding Corp.,9.96,622811250,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/wlrh
GSBC,"Great Southern Bancorp, Inc.",44.6,618594105.8,n/a,1989,Finance,Major Banks,http://www.nasdaq.com/symbol/gsbc
INTL,INTL FCStone Inc.,32.65,617393118.1,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/intl
UBNK,"United Financial Bancorp, Inc.",12.46,617274505.4,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/ubnk
DHIL,"Diamond Hill Investment Group, Inc.",180.65,615539222.7,n/a,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/dhil
TCBK,TriCo Bancshares,27.03,615318893.9,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tcbk
AMBC,"Ambac Financial Group, Inc.",13.66,614980316.9,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ambc
PMTS,CPI Card Group Inc.,10.78,608812530.5,n/a,2015,Finance,Finance Companies,http://www.nasdaq.com/symbol/pmts
CTBI,"Community Trust Bancorp, Inc.",34.61,606344461.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ctbi
EAGL,Double Eagle Acquisition Corp.,9.68,605000000,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/eagl
FFIC,Flushing Financial Corporation,20.93,603416295.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffic
BUSE,First Busey Corporation,20.66,592791450.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/buse
SBSI,"Southside Bancshares, Inc.",23.26,590165001.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbsi
GTY,Getty Realty Corporation,17.41,581873572.8,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/gty
TRST,TrustCo Bank Corp NY,6.04,575372254.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/trst
GTS,Triple-S Management Corporation,22.67,574640180.2,n/a,2007,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/gts
PJC,Piper Jaffray Companies,37.64,571651101.2,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/pjc
BANC,"Banc of California, Inc.",15.07,569789345.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/banc
EFSC,Enterprise Financial Services Corporation,28.44,569464813.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/efsc
WAC,Walter Investment Management Corp.,15,567034455,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/wac
EFC,Ellington Financial LLC,16.75,559736726.5,n/a,2010,Finance,Real Estate,http://www.nasdaq.com/symbol/efc
HFWA,Heritage Financial Corporation,18.66,559191870.6,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/hfwa
CNOB,"ConnectOne Bancorp, Inc.",18.51,556868611.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cnob
SYBT,"Stock Yards Bancorp, Inc.",37.36,555569763,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sybt
PZN,Pzena Investment Management Inc,8.3,547624571.2,n/a,2007,Finance,Investment Managers,http://www.nasdaq.com/symbol/pzn
ITG,"Investment Technology Group, Inc.",16.13,541705387.5,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/itg
BLW,Citigroup Inc.,14.55,538329848.3,n/a,2003,Finance,Major Banks,http://www.nasdaq.com/symbol/blw
IBTX,"Independent Bank Group, Inc",31.39,537002667.2,n/a,2013,Finance,Major Banks,http://www.nasdaq.com/symbol/ibtx
RBCAA,"Republic Bancorp, Inc.",25.69,535726671.9,n/a,1998,Finance,Major Banks,http://www.nasdaq.com/symbol/rbcaa
COBZ,CoBiz Financial Inc.,12.91,530232432.4,n/a,1998,Finance,Major Banks,http://www.nasdaq.com/symbol/cobz
EMCI,EMC Insurance Group Inc.,25.2,522807415.2,n/a,1982,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/emci
FITBI,Fifth Third Bancorp,29.01,522180000,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fitbi
BDGE,"Bridge Bancorp, Inc.",30,521534700,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bdge
NATL,National Interstate Corporation,26.15,520434789.6,n/a,2005,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/natl
SBCF,Seacoast Banking Corporation of Florida,14.87,510731800.7,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbcf
WMIH,WMIH Corp.,2.46,507173366.1,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/wmih
BMTC,Bryn Mawr Bank Corporation,29.06,498922828.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bmtc
LION,Fidelity Southern Corporation,21.51,496174568.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lion
HMST,"HomeStreet, Inc.",21.67,478398491.8,n/a,2012,Finance,Banks,http://www.nasdaq.com/symbol/hmst
GRSH,"Gores Holdings, Inc.",10,468750000,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/grsh
NBBC,NewBridge Bancorp,11.99,468531827.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/nbbc
MSFG,"MainSource Financial Group, Inc.",21.65,467156317.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/msfg
LTS,Ladenburg Thalmann Financial Services Inc,2.54,465379229.3,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/lts
LOB,"Live Oak Bancshares, Inc.",13.1,447638934.1,n/a,2015,Finance,Major Banks,http://www.nasdaq.com/symbol/lob
CCG,"Campus Crest Communities, Inc.",6.85,443582305.9,n/a,2010,Finance,Real Estate,http://www.nasdaq.com/symbol/ccg
PPBI,Pacific Premier Bancorp Inc,20.48,440538685.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ppbi
LBAI,"Lakeland Bancorp, Inc.",11.62,440473309.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lbai
DGICB,"Donegal Group, Inc.",15.6272,438736109.1,n/a,1986,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/dgicb
SNC,"State National Companies, Inc.",9.86,438653553.4,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/snc
WHG,Westwood Holdings Group Inc,50.9,438447866.3,n/a,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/whg
CAC,Camden National Corporation,42.92,437960014.9,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cac
NTRSP,Northern Trust Corporation,27.07,433120000,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ntrsp
CACB,Cascade Bancorp,5.95,433035079.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cacb
GABC,"German American Bancorp, Inc.",32.59,432654346,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/gabc
METR,"Metro Bancorp, Inc",30.36,429962509.7,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/metr
THFF,First Financial Corporation Indiana,33.63,427231114.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/thff
QPAC,Quinpario Acquisition Corp. 2,9.7,424375000,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/qpac
ABCW,Anchor BanCorp Wisconsin Inc.,43.72,419645851.6,n/a,2014,Finance,Banks,http://www.nasdaq.com/symbol/abcw
FLIC,The First of Long Island Corporation,29.53,416497144.1,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/flic
CUNB,CU Bancorp (CA),24.29,413771867.1,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cunb
WLRHU,WL Ross Holding Corp.,10.3,412000000,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/wlrhu
WSBF,"Waterstone Financial, Inc.",13.95,410541022.8,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/wsbf
FNHC,Federated National Holding Company,28.72,408711160.8,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/fnhc
NEWS,"NewStar Financial, Inc.",8.78,402850106,n/a,2006,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/news
UVSP,Univest Corporation of Pennsylvania,20.63,402814035.7,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/uvsp
NMIH,NMI Holdings Inc,6.85,402395489,n/a,2013,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/nmih
DGICA,"Donegal Group, Inc.",14.21,398947995.2,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/dgica
TRC,Tejon Ranch Co,18.98,392528302.9,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/trc
BSF,"Bear State Financial, Inc.",10.34,392504631.9,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bsf
MBWM,Mercantile Bank Corporation,24.07,391522523.7,n/a,1998,Finance,Major Banks,http://www.nasdaq.com/symbol/mbwm
CLAC,Capitol Acquisition Corp. III,9.5885,389532812.5,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/clac
BNK,"C1 Financial, Inc.",24.16,388999338.6,n/a,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/bnk
SNBC,"Sun Bancorp, Inc.",20.83,388888747,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/snbc
COWN,"Cowen Group, Inc.",3.61,386630209.4,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cown
FISI,"Financial Institutions, Inc.",26.84,380847119.4,n/a,1999,Finance,Major Banks,http://www.nasdaq.com/symbol/fisi
FFWM,First Foundation Inc.,23.51,375282747.9,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffwm
TSC,"TriState Capital Holdings, Inc.",13.32,373328897.4,n/a,2013,Finance,Major Banks,http://www.nasdaq.com/symbol/tsc
HTBK,Heritage Commerce Corp,11.55,370483632.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/htbk
GCAP,"GAIN Capital Holdings, Inc.",7.54,369534427.3,n/a,2010,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/gcap
AGM,Federal Agricultural Mortgage Corporation,33.92,368986101.8,n/a,n/a,Finance,Finance Companies,http://www.nasdaq.com/symbol/agm
CSBK,Clifton Bancorp Inc.,14.32,367913678.7,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/csbk
FBNC,First Bancorp,18.45,365039043.3,n/a,1987,Finance,Major Banks,http://www.nasdaq.com/symbol/fbnc
GNBC,"Green Bancorp, Inc.",9.93,364716656.3,n/a,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/gnbc
CASH,"Meta Financial Group, Inc.",44.28,363984921,n/a,1993,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cash
HTBI,"HomeTrust Bancshares, Inc.",19.36,361184438.6,n/a,2012,Finance,Savings Institutions,http://www.nasdaq.com/symbol/htbi
HCI,"HCI Group, Inc.",33.09,360380575.9,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/hci
WRLD,World Acceptance Corporation,40.3,359425222,n/a,1991,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/wrld
BWINB,"Baldwin & Lyons, Inc.",23.71,356141674.3,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/bwinb
FOR,Forestar Group Inc,10.56,354987652.8,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/for
BWINA,"Baldwin & Lyons, Inc.",23.57,354038771.1,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/bwina
FDEF,First Defiance Financial Corp.,38.48,352963841.4,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fdef
ACBI,"Atlantic Capital Bancshares, Inc.",14.49,352671313.1,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/acbi
AROW,Arrow Financial Corporation,27.25,351733571.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/arow
GBNK,Guaranty Bancorp,16.14,350671197.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/gbnk
UIHC,United Insurance Holdings Corp.,16.09,346382575.5,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/uihc
OKSB,"Southwest Bancorp, Inc.",17.1,344266947,n/a,1993,Finance,Major Banks,http://www.nasdaq.com/symbol/oksb
BKMU,Bank Mutual Corporation,7.56,343877977.8,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bkmu
PEBO,Peoples Bancorp Inc.,18.67,343644202.1,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pebo
PSTB,Park Sterling Corporation,7.63,342292520.2,n/a,2010,Finance,Major Banks,http://www.nasdaq.com/symbol/pstb
CIA,"Citizens, Inc.",6.8,340556430.4,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/cia
FCBC,"First Community Bancshares, Inc.",18.29,332658922.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fcbc
HBNC,Horizon Bancorp (IN),27.77,331376272,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hbnc
MOFG,"MidWestOne Financial Group, Inc.",29,330786499,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mofg
OCFC,OceanFirst Financial Corp.,19.04,329012285.3,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ocfc
IBCP,Independent Bank Corporation,14.74,328665813.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ibcp
SCNB,Suffolk Bancorp,27.84,328310327,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/scnb
PFSI,"PennyMac Financial Services, Inc.",14.99,328084915.8,n/a,2013,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/pfsi
COB,CommunityOne Bancorp,13.43,326243964,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cob
FRPH,"FRP Holdings, Inc.",33.3,326239767,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/frph
FSB,"Franklin Financial Network, Inc.",30.65,322612092,n/a,2015,Finance,Major Banks,http://www.nasdaq.com/symbol/fsb
PGC,Peapack-Gladstone Financial Corporation,20.4,322501050,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/pgc
BMRC,Bank of Marin Bancorp,53.12,322035059.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bmrc
HMPR,Hampton Roads Bankshares Inc,1.85,316265788,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hmpr
AI,Arlington Asset Investment Corp,13.4,308544782,n/a,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/ai
CTO,Consolidated-Tomoka Land Co.,51.62,306850547.4,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/cto
ATAX,"America First Multifamily Investors, L.P.",5.05,304277286.4,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/atax
WTBA,West Bancorporation,18.88,303296532.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/wtba
PUB,People&#39;s Utah Bancorp,17.23,301962952.1,n/a,2015,Finance,Major Banks,http://www.nasdaq.com/symbol/pub
AGFS,"AgroFresh Solutions, Inc.",6.01,300142693.5,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/agfs
ABTX,"Allegiance Bancshares, Inc.",23.01,294826784.9,n/a,2015,Finance,Major Banks,http://www.nasdaq.com/symbol/abtx
PCBK,Pacific Continental Corporation (Ore),14.92,292322815.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pcbk
