,TYPE,MARKET,FROMSYMBOL,TOSYMBOL,FLAGS,PRICE,LASTUPDATE,LASTVOLUME,LASTVOLUMETO,LASTTRADEID,VOLUMEDAY,VOLUMEDAYTO,VOLUME24HOUR,VOLUME24HOURTO,OPENDAY,HIGHDAY,LOWDAY,OPEN24HOUR,HIGH24HOUR,LOW24HOUR,LASTMARKET,VOLUMEHOUR,VOLUMEHOURTO,OPENHOUR,HIGHHOUR,LOWHOUR,CHANGE24HOUR,CHANGEPCT24HOUR,CHANGEDAY,CHANGEPCTDAY,SUPPLY,MKTCAP,TOTALVOLUME24H,TOTALVOLUME24HTO
GMT,5,CCCAGG,GMT,USD,4,0.00141427,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.001677,0.001677,0.00141427,0.0011739,0.001677,0.0011739,EtherDelta,0.0,0.0,0.00141427,0.00141427,0.00141427,0.00024036999999999995,20.47619047619047,-0.0002627300000000001,-15.66666666666667,1000000000.0,1414270.0,58983.82632471577,83.41905605625577
IDH,5,CCCAGG,IDH,USD,4,0.0035217,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.003591575,0.003591575,0.0035217,0.0037453,0.0037453,0.0035217,HitBTC,0.0,0.0,0.0035217,0.0035217,0.0035217,-0.00022360000000000001,-5.970149253731344,-6.987500000000006e-05,-1.9455252918287955,399999999.991697,1408679.9999707593,478150.0792723303,1683.9011341733656
AUC,5,CCCAGG,AUC,USD,4,0.02136186,1546196650,0.0,0.0,0,0.0,0.0,0.0,0.0,0.02136186,0.02136186,0.02136186,0.02247882,0.02247882,0.02136186,HitBTC,0.0,0.0,0.02136186,0.02136186,0.02136186,-0.0011169600000000002,-4.968944099378883,0.0,0.0,65829657.5570073,1406243.9285807319,750.0,16.021395
TDX,5,CCCAGG,TDX,USD,4,0.0140309,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.015652,0.015652,0.0140309,0.015652,0.015652,0.0140309,Tidex,0.0,0.0,0.0140309,0.0140309,0.0140309,-0.0016210999999999986,-10.357142857142849,-0.0016210999999999986,-10.357142857142849,100000000.0,1403090.0,20801.45201502999,291.8630930776843
CRED,5,CCCAGG,CRED,USD,2,0.027910038,1546196650,0.0,0.0,0,0.0,0.0,83.3869874,1.719232209554604,0.025243296,0.03529593600000001,0.025243296,0.025187448,0.03530989800000001,0.025187448,IDEX,0.0,0.0,0.027910038,0.027910038,0.027910038,0.0027225900000000004,10.809312638580932,0.002666742000000003,10.564159292035411,49997543.0,1395433.325036634,30204.361247676967,842.3967684109066
TSL,5,CCCAGG,TSL,USD,4,0.00139482,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.00131733,0.00162729,0.0008523900000000001,0.00123984,0.001821015,0.000968625,CoinBene,0.0,0.0,0.00139482,0.00139482,0.00139482,0.00015497999999999987,12.49999999999999,7.748999999999994e-05,5.882352941176466,1000000000.0,1394820.0,16848274.945633963,23500.310859669164
FOOD,5,CCCAGG,FOOD,USD,4,0.0034905,1546196656,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0013975962,0.0034905,0.0013975962,0.0013962,0.0034905,0.0013962,EtherDelta,0.0,0.0,0.0034905,0.0034905,0.0034905,0.0020943000000000003,150.00000000000003,0.0020929038000000004,149.75024975024976,398824012.166442,1392095.2144669658,4920.137473830002,17.17373985240362
TFL,5,CCCAGG,TFL,USD,2,0.1554461436,1546196662,0.0,0.0,0,0.0,0.0,0.0,0.0,0.1574996445,0.1574996445,0.1549812,0.1603280514,0.1635826566,0.1549812,Kucoin,0.0,0.0,0.1569572103,0.1569572103,0.1554461436,-0.004881907800000002,-3.04494925084582,-0.002053500900000005,-1.3038130381303843,8924667.5762055,1387305.1576331041,409012.7551000001,63579.45546350625
IPL,5,CCCAGG,IPL,USD,4,0.0046106431,1546196659,0.0,0.0,0,0.0,0.0,50500.0,243.0822,0.0051143268,0.0051143268,0.004300683899999999,0.004261939,0.005424286,0.0041844492,HitBTC,0.0,0.0,0.0046106431,0.0046106431,0.0046106431,0.00034870409999999963,8.181818181818173,-0.0005036837000000002,-9.848484848484853,300000000.0,1383192.93,24424253.157063287,112621.75901471706
CAR,5,CCCAGG,CAR,USD,4,0.0007665138,1546196650,0.0,0.0,0,0.0,0.0,0.0,0.0,0.000851682,0.0010136412,0.0007413822,0.0008810021999999999,0.0010136412,0.0007413822,Bibox,0.0,0.0,0.0007930416,0.0007930416,0.0007651176,-0.00011448839999999997,-12.995245641838348,-8.516820000000001e-05,-10.000000000000002,1800000000.0,1379724.8399999999,36737858.351499885,28160.07540886991
SENC,5,CCCAGG,SENC,USD,4,0.0027460875,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.002568605,0.0027460875,0.002568605,0.002568605,0.0027460875,0.002568605,Gateio,0.0,0.0,0.0027460875,0.0027460875,0.0027460875,0.00017748250000000024,6.90968443960828,0.00017748250000000024,6.90968443960828,500000000.0,1373043.75,782487.1817483086,2148.7782687092586
HER,5,CCCAGG,HER,USD,4,0.0006749925000000001,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0006707999999999999,0.00069316,0.0006666075,0.000679185,0.0007001475000000001,0.0006624150000000001,LBank,0.0,0.0,0.0006735949999999999,0.00067639,0.0006735949999999999,-4.19249999999993e-06,-0.6172839506172736,4.192500000000147e-06,0.6250000000000219,2000000000.0,1349985.0000000002,50052008.93909678,33784.730643823284
BNTY,5,CCCAGG,BNTY,USD,4,0.00265278,1546196650,0.0,0.0,0,0.0,0.0,0.0,0.0,0.002527122,0.00300183,0.002527122,0.003015792,0.003015792,0.002527122,Kucoin,0.0,0.0,0.00265278,0.00265278,0.00265278,-0.00036301200000000023,-12.037037037037043,0.00012565799999999985,4.972375690607729,499999999.96,1326389.9998938888,272552.2022355292,723.0210310463672
EVC,5,CCCAGG,EVC,USD,4,0.01563744,1546196650,0.0,0.0,0,0.0,0.0,0.0,0.0,0.015832908,0.054130674,0.0153582,0.017550234,0.054130674,0.0153582,LiveCoin,0.0,0.0,0.01563744,0.01563744,0.01563744,-0.0019127940000000024,-10.898965791567235,-0.00019546800000000072,-1.2345679012345725,84000000.0,1313544.96,9058.607694930064,141.65343431300718
ADB,5,CCCAGG,ADB,USD,4,0.001312428,1546196650,0.0,0.0,0,0.0,0.0,0.0,0.0,0.001312428,0.001354314,0.001298466,0.001354314,0.001382238,0.001298466,Kucoin,0.0,0.0,0.00132639,0.00132639,0.001298466,-4.1885999999999876e-05,-3.0927835051546304,0.0,0.0,1000000000.0,1312428.0,20833659.924800195,27342.67862778567
DTB,5,CCCAGG,DTB,USD,2,0.0574601697,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.056181555,0.0599786532,0.0555228747,0.0571502025,0.0599786532,0.0555228747,BitTrex,0.0,0.0,0.0574601697,0.0574601697,0.0574601697,0.00030996720000000394,0.5423728813559391,0.0012786146999999998,2.2758620689655165,22747809.0,1307092.9654431874,13166.776636300008,756.5652199237936
ERO,5,CCCAGG,ERO,USD,1,0.005424426,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0048819834,0.005424426,0.0048819834,0.005424426,0.005424426,0.005424426,HitBTC,0.0,0.0,0.005424426,0.005424426,0.005424426,0.0,0.0,0.0005424426000000008,11.111111111111128,240000000.0,1301862.24,195.07073056005822,1.0581467426889746
HLP,5,CCCAGG,HLP,USD,4,0.12979575,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.13367025,0.13367025,0.12979575,0.13367025,0.13367025,0.12979575,WavesDEX,0.0,0.0,0.12979575,0.12979575,0.12979575,-0.003874500000000003,-2.898550724637684,-0.003874500000000003,-2.898550724637684,10000000.0,1297957.4999999998,1000.0,129.79575
DEV,5,CCCAGG,DEV,USD,4,0.0810930757,1546196659,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0838827085,0.0838827085,0.0791170858,0.0838827085,0.0838827085,0.0791170858,Cryptopia,0.0,0.0,0.0810930757,0.0810930757,0.0810930757,-0.002789632799999997,-3.325635103926093,-0.002789632799999997,-3.325635103926093,15936406.9059163,1292332.2516074732,2150.2917399999933,174.37377084890417
EXP,5,CCCAGG,EXP,USD,1,0.1224726289,1546196656,0.0,0.0,0,0.0,0.0,0.0,0.0,0.1253397515,0.1253397515,0.1192568022,0.1225501187,0.1256497107,0.1192568022,Upbit,0.0,0.0,0.1211940472,0.1224726289,0.1211940472,-7.748979999999683e-05,-0.06323110970597276,-0.0028671226000000077,-2.28748068006183,10495278.0,1285384.2876963343,399917.5428672101,48978.95281817567
ATL,5,CCCAGG,ATL,USD,4,0.02324754,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.02324754,0.02324754,0.02324754,0.02324754,0.02324754,0.01937295,HitBTC,0.0,0.0,0.02324754,0.02324754,0.02324754,0.0,0.0,0.0,0.0,54175040.677755,1259436.4251577365,53040.0,1233.0495216
OK,5,CCCAGG,OK,USD,4,0.0169315213,1546196659,0.0,0.0,0,0.0,0.0,0.0,0.0,0.016660307,0.0179388887,0.0161566233,0.0166990519,0.0179388887,0.0161566233,Upbit,0.0,0.0,0.0169315213,0.0169315213,0.0169315213,0.00023246939999999744,1.3921113689094973,0.0002712142999999993,1.6279069767441823,74310317.1062828,1258186.7168947814,12040825.212435313,203869.4885539255
ART,5,CCCAGG,ART,USD,4,0.0125658,1546196650,0.0,0.0,0,0.0,0.0,0.0,0.0,0.019155864,0.019155864,0.0125658,0.0132513342,0.013962,0.0125658,Ethermium,0.0,0.0,0.0125658,0.0125658,0.0125658,-0.000685534199999999,-5.173322094615944,-0.006590064000000001,-34.402332361516045,100000000.0,1256580.0,4119169.3212141804,51760.65785651315
APH,5,CCCAGG,APH,USD,4,0.0251316,1546196650,0.0,0.0,0,0.0,0.0,0.0,0.0,0.025508574,0.027770418,0.022450896,0.02778438,0.02820324,0.022450896,Kucoin,0.0,0.0,0.0251316,0.0251316,0.0251316,-0.0026527800000000004,-9.547738693467338,-0.00037697399999999867,-1.4778325123152658,50000000.0,1256580.0,411847.69380000146,10350.391501504117
SWT,5,CCCAGG,SWT,USD,2,0.150369345,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.146959785,0.172144035,0.137118555,0.14971068,0.17218278,0.13707981,BitTrex,0.0,0.0,0.150369345,0.15203538,0.150369345,0.000658664999999975,0.43995859213248845,0.003409559999999978,2.3200632744529246,8342784.88358716,1254499.0984209024,373458.90338721266,56156.77068675344
SSC,5,CCCAGG,SSC,USD,4,0.00317709,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.003138345,0.00317709,0.002983365,0.0030996,0.00317709,0.002983365,OKEX,0.0,0.0,0.00317709,0.00317709,0.00317709,7.748999999999994e-05,2.4999999999999982,3.8745000000000186e-05,1.2345679012345738,390000000.0,1239065.1,81334879.1824989,258408.23130192544
GBG,5,CCCAGG,GBG,USD,4,0.0087950923,1546196656,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0088338372,0.009066306599999999,0.0082914086,0.0088338372,0.009066306599999999,0.0082914086,BitTrex,0.0,0.0,0.0087950923,0.0087950923,0.0087950923,-3.874490000000015e-05,-0.43859649122807187,-3.874490000000015e-05,-0.43859649122807187,138576819.973,1218795.9223030184,36108.01358824008,317.57331227822567
SPHR,5,CCCAGG,SPHR,USD,2,0.39171195,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.3936492,0.40101075,0.39171195,0.3936492,0.40101075,0.39171195,BitTrex,0.0,0.0,0.39171195,0.3936492,0.39171195,-0.0019372500000000015,-0.4921259842519689,-0.0019372500000000015,-0.4921259842519689,3082940.0,1207624.4391329999,121678.89497518171,47663.07722457363
SUQA,5,CCCAGG,SUQA,USD,4,0.00271215,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.002673405,0.00294462,0.002518425,0.00278964,0.00294462,0.002518425,StocksExchange,0.0,0.0,0.00271215,0.00271215,0.00271215,-7.748999999999994e-05,-2.7777777777777755,3.8745000000000186e-05,1.4492753623188477,444989284.804219,1206877.6887817625,24869796.394704346,67450.6182918974
GOLOS,5,CCCAGG,GOLOS,USD,2,0.00968625,1546196662,0.0,0.0,0,0.0,0.0,0.0,0.0,0.009957465,0.009957465,0.00922131,0.00968625,0.009957465,0.009531270000000001,BitTrex,0.0,0.0,0.009957465,0.009957465,0.00968625,0.0,0.0,-0.000271215,-2.7237354085603114,124518891.0,1206121.10794875,53052.28834534048,513.8777279850542
LOCI,5,CCCAGG,LOCI,USD,2,0.011972205,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.01208844,0.01232091,0.01154601,0.012049695,0.01232091,0.01154601,Kucoin,0.0,0.0,0.01208844,0.01208844,0.011972205,-7.74899999999995e-05,-0.6430868167202531,-0.00011623500000000099,-0.9615384615384698,100000000.0,1197220.5,77157.34919999952,923.7436018789801
TGAME,5,CCCAGG,TGAME,USD,2,0.011646765,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0118326325,0.01214148,0.011495835,0.0118298375,0.01214148,0.0115140025,IDEX,0.0,0.0,0.0116481625,0.0116481625,0.011646765,-0.00018307250000000087,-1.5475487300649806,-0.00018586750000000075,-1.570804299043351,101945017.0,1187329.655920005,2742096.072862,31936.548568046594
GBX,5,CCCAGG,GBX,USD,2,0.28742028,1546196657,0.0,0.0,0,0.0,0.0,0.0,0.0,0.30627438,0.6263751000000001,0.2828115,0.33895482,0.6263751000000001,0.2828115,HitBTC,0.0,0.0,0.28755994,0.2897945,0.28504606,-0.05153454000000002,-15.203955500618052,-0.01885410000000004,-6.155950752393994,4088042.875,1174986.4277845048,133352.14895722995,38328.111991888734
CL,5,CCCAGG,CL,USD,4,0.00387459,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.00387459,0.00387459,0.00387459,0.00387459,0.00387459,0.00387459,Cryptopia,0.0,0.0,0.00387459,0.00387459,0.00387459,0.0,0.0,0.0,0.0,300000000.0,1162377.0,1398.338504910002,5.4179883877392445
CLO,5,CCCAGG,CLO,USD,4,0.004688253900000001,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0048819834,0.0049207293,0.004688253900000001,0.0048819834,0.0049207293,0.004688253900000001,StocksExchange,0.0,0.0,0.0047269998,0.0047269998,0.004688253900000001,-0.000193729499999999,-3.968253968253948,-0.000193729499999999,-3.968253968253948,247612453.0,1160870.0484658168,188697343.68426663,884661.0574474036
PHI,5,CCCAGG,PHI,USD,2,0.0842413,1546196664,0.0,0.0,0,0.0,0.0,117.51751645,12.0315080088726,0.084968,0.12298,0.0842413,0.0932412,0.12298,0.0842413,LiveCoin,0.0,0.0,0.0842413,0.0842413,0.0842413,-0.008999899999999991,-9.652278177458024,-0.0007266999999999968,-0.8552631578947331,13636660.2691104,1148769.98872821,2953.9779064300014,250.9786186592949
SNOV,5,CCCAGG,SNOV,USD,2,0.00176085,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0017888,0.00198445,0.00176085,0.001914575,0.00198445,0.00176085,Kucoin,0.0,0.0,0.00176085,0.00176085,0.00176085,-0.00015372499999999996,-8.029197080291969,-2.7949999999999893e-05,-1.562499999999994,651129644.0,1146541.6336374,6784067.358400057,11945.72500803874
DAN,5,CCCAGG,DAN,USD,4,0.0113912946,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0114687864,0.0125149257,0.0110813274,0.0116625159,0.0125149257,0.0110813274,HitBTC,0.0,0.0,0.0113912946,0.0113912946,0.0113912946,-0.0002712212999999991,-2.3255813953488293,-7.749179999999925e-05,-0.6756756756756691,100000000.0,1139129.4600000002,140700.0,1602.7551502200001
ABY,5,CCCAGG,ABY,USD,4,0.0014335983,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0014723442,0.001549836,0.0014335983,0.0015110901,0.001549836,0.0014335983,BitTrex,0.0,0.0,0.0014335983,0.0014335983,0.0014335983,-7.74917999999999e-05,-5.1282051282051215,-3.874590000000006e-05,-2.6315789473684252,792537250.0,1136180.054286675,560050.0952809111,802.8868645095522
TRST,5,CCCAGG,TRST,USD,4,0.0112345025,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0113043775,0.01149863,0.01120795,0.011507015,0.011507015,0.011043045,Liqui,0.0,0.0,0.0112345025,0.0112345025,0.0112345025,-0.00027251250000000053,-2.3682292931746463,-6.987500000000049e-05,-0.6181233774261385,100000000.0,1123450.25,8049122.437578655,90427.88614778349
SUSD,5,CCCAGG,SUSD,USD,4,0.964482,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.7374792800000001,1.12830416,0.7374792800000001,1.0015237,1.12830416,0.7374792800000001,Kucoin,0.0,0.0,0.964482,0.964482,0.964482,-0.037041699999999955,-3.6985345429169536,0.22700271999999988,30.780894617134173,1150920.30596529,1110041.9185380146,5569.206699999995,5371.399616429395
COFI,5,CCCAGG,COFI,USD,2,0.003546348,1546196650,0.0,0.0,0,0.0,0.0,0.0,0.0,0.00363012,0.003867474,0.003532386,0.00404898,0.00404898,0.003532386,Kucoin,0.0,0.0,0.00356031,0.00356031,0.003546348,-0.0005026319999999998,-12.413793103448272,-8.377200000000019e-05,-2.307692307692313,300000000.0,1063904.4,6709081.395076017,23792.737387265042
BERRY,5,CCCAGG,BERRY,USD,4,0.002122224,1546196650,0.0,0.0,0,0.0,0.0,0.0,0.0,0.002178072,0.00223392,0.002122224,0.002192034,0.00223392,0.002122224,HitBTC,0.0,0.0,0.002122224,0.002122224,0.002122224,-6.981000000000001e-05,-3.184713375796179,-5.584800000000027e-05,-2.5641025641025763,500000000.0,1061112.0,211200.0,448.21370879999995
NAVI,5,CCCAGG,NAVI,USD,4,0.00104745,1546196657,0.0,0.0,0,0.0,0.0,0.0,0.0,0.001061416,0.001061416,0.000991586,0.001033484,0.00104745,0.000991586,HitBTC,0.0,0.0,0.00104745,0.00104745,0.00104745,1.3965999999999805e-05,1.3513513513513324,-1.3966000000000022e-05,-1.3157894736842126,1000000000.0,1047449.9999999999,70478800.0,73823.01905999999
VRS,5,CCCAGG,VRS,USD,4,0.01308,1546195601,5.08723399,0.06654102058919999,948872201,16498.89395966,212.89180625579496,17671.611933910004,227.85942558855723,0.01277,0.01312,0.01241,0.01269,0.01312,0.01241,LiveCoin,0.0,0.0,0.01308,0.01308,0.01308,0.0003899999999999997,3.073286052009454,0.0003099999999999995,2.4275646045418915,80000000.0,1046400.0,194672.0738805054,2543.025467850025
SIB,5,CCCAGG,SIB,USD,4,0.06020973,1546196662,0.0,0.0,0,0.0,0.0,0.0,0.0,0.06152706,0.06175953,0.06005475,0.06137208,0.06237945,0.06005475,BitTrex,0.0,0.0,0.06020973,0.06020973,0.06020973,-0.0011623499999999995,-1.893939393939393,-0.0013173299999999985,-2.141057934508814,17255812.0,1038967.7814507601,300264.72824438027,18078.85821611751
DBIX,5,CCCAGG,DBIX,USD,4,0.461463669,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.492460389,0.508733667,0.459913833,0.51532047,0.522682191,0.459913833,Cryptopia,0.0,0.0,0.461463669,0.461463669,0.461463669,-0.05385680100000001,-10.451127819548873,-0.030996719999999978,-6.2942564909520025,2232901.0,1030402.687973769,5478.489587310011,2528.123905538374
HPC,5,CCCAGG,HPC,USD,4,0.0581175,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.046494,0.069741,0.0426195,0.0503685,0.069741,0.0426195,HitBTC,0.0,0.0,0.0581175,0.0581175,0.0581175,0.007749000000000006,15.384615384615397,0.011623500000000002,25.000000000000007,17720577.818601,1029875.6813725437,23760.0,1380.8718000000001
ZAT,5,CCCAGG,ZAT,USD,4,0.002053485,1546196671,0.0,0.0,0,0.0,0.0,0.0,0.0,0.00201474,0.002053485,0.00201474,0.00193725,0.002053485,0.00193725,IDAX,0.0,0.0,0.002053485,0.002053485,0.002053485,0.0001162349999999999,5.999999999999996,3.874499999999975e-05,1.9230769230769107,500000000.0,1026742.4999999999,15485644.0,31799.53766934
EXCL,5,CCCAGG,EXCL,USD,4,0.1910898468,1546196656,0.0,0.0,0,0.0,0.0,0.0,0.0,0.1846969383,0.192562153,0.1846969383,0.1846969383,0.192562153,0.1846969383,Upbit,0.0,0.0,0.1910898468,0.1910898468,0.1910898468,0.0063929084999999886,3.4612964128382573,0.0063929084999999886,3.4612964128382573,5367384.0,1025652.5862767712,189396.33484259516,36191.71660955301
PKT,5,CCCAGG,PKT,USD,4,0.0505895,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0505895,0.0505895,0.0505895,0.05310500000000001,0.05310500000000001,0.0505895,HitBTC,0.0,0.0,0.0505895,0.0505895,0.0505895,-0.0025155000000000108,-4.736842105263177,0.0,0.0,19893267.5751812,1006390.4599946294,840.0,42.495180000000005
XID,5,CCCAGG,XID,USD,1,0.03246831,1546196671,0.0,0.0,0,0.0,0.0,0.0,0.0,0.03688524,0.03704022,0.030996,0.03688524,0.03704022,0.030996,Cryptopia,0.0,0.0,0.03246831,0.03246831,0.03246831,-0.0044169299999999995,-11.974789915966385,-0.0044169299999999995,-11.974789915966385,30820620.1838365,1000693.4505210605,12563.245224979999,407.9073405706703
ONG,5,CCCAGG,ONG,USD,4,0.0032722338,1546196657,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0032387154,0.0032722338,0.0032387154,0.0032387154,0.0032722338,0.0032387154,Liquid,0.0,0.0,0.0032722338,0.0032722338,0.0032722338,3.351840000000031e-05,1.0349288486416657,3.351840000000031e-05,1.0349288486416657,300000000.0,981670.14,4767.317279999971,15.599776738939969
FLDC,5,CCCAGG,FLDC,USD,4,0.0013560715,1546196656,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0013560715,0.0013948164,0.0012785817,0.0013560715,0.0013948164,0.0012785817,BitTrex,0.0,0.0,0.0013560715,0.0013560715,0.0013560715,0.0,0.0,0.0,0.0,719416990.0,975580.8767547851,2923818.2554447595,3964.9066073883587
DTX,5,CCCAGG,DTX,USD,4,0.0113912946,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0101126799,0.0113912946,0.0101126799,0.0111200733,0.0113912946,0.0101126799,CoinFalcon,0.0,0.0,0.0113912946,0.0113912946,0.0113912946,0.00027122130000000085,2.43902439024391,0.0012786147000000015,12.643678160919555,85011220.6658195,968387.858909958,12524.140000000016,142.6661683516442
PIRL,5,CCCAGG,PIRL,USD,4,0.02851632,1546196664,0.0,0.0,0,0.0,0.0,160.13514469999998,13.81285341575,0.028090125,0.030802275,0.02735397,0.03153843,0.03153843,0.02735397,BTCAlpha,0.0,0.0,0.02851632,0.02851632,0.02851632,-0.003022109999999998,-9.582309582309575,0.00042619500000000074,1.5172413793103474,33735703.0,962018.1021729601,91913.1177657002,2630.27026679063
STU,5,CCCAGG,STU,USD,2,0.0047539178,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0048909022,0.0048909022,0.0042087758,0.0048825154,0.0048909022,0.004742735400000001,HitBTC,0.0,0.0,0.0047539178,0.0047539178,0.0047539178,-0.0001285975999999996,-2.6338391067849907,-0.00013698439999999985,-2.80080022863675,200000000.0,950783.56,32068.758598946348,152.4522423274341
SEQ,5,CCCAGG,SEQ,USD,4,0.020418615,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.02161971,0.02161971,0.019643715,0.02161971,0.02161971,0.019643715,BitTrex,0.0,0.0,0.020418615,0.020418615,0.020418615,-0.0012010949999999992,-5.555555555555552,-0.0012010949999999992,-5.555555555555552,46235068.8412562,944056.0701681066,49983.85094416002,1020.6010086461899
XBI,5,CCCAGG,XBI,USD,2,0.13188798,1546196671,0.0,0.0,0,0.0,0.0,0.0,0.0,0.137970945,0.170439255,0.127199835,0.164472525,0.170439255,0.127199835,Graviex,0.0,0.0,0.13343778,0.13343778,0.13188798,-0.03258454500000002,-19.81154299175502,-0.0060829650000000235,-4.408873911822538,7083816.94699759,934270.3078292792,37051.18520000005,4886.605972633903
LEDU,5,CCCAGG,LEDU,USD,4,0.0025644125,1546196664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0025700025,0.0026594425,0.0025644125,0.0025672075,0.00265525,0.0025644125,Gateio,0.0,0.0,0.0025644125,0.0025644125,0.0025644125,-2.794999999999881e-06,-0.1088731627653737,-5.589999999999762e-06,-0.21750951604131755,362983094.301868,930838.3843163891,118364.01018000001,303.5341472557193
BUBO,5,CCCAGG,BUBO,USD,4,0.004621422,1546196650,0.0,0.0,0,0.0,0.0,0.0,0.0,0.005626686,0.005626686,0.004425954,0.004230486,0.005626686,0.004230486,HitBTC,0.0,0.0,0.004621422,0.004621422,0.004621422,0.0003909359999999997,9.240924092409234,-0.0010052639999999996,-17.86600496277915,200000000.0,924284.4,89147.02589999992,411.9860267288294
BTCZ,5,CCCAGG,BTCZ,USD,4,0.0002712213,1546196646,0.0,0.0,0,0.0,0.0,117.48163334,0.035244490002,0.0003099672,0.0003099672,0.0002712213,0.0003099672,0.0003099672,0.0002712213,Exmo,0.0,0.0,0.0002712213,0.0002712213,0.0002712213,-3.8745900000000005e-05,-12.500000000000004,-3.8745900000000005e-05,-12.500000000000004,3407737676.20996,924251.0426006443,296837.3597520397,80.51199556919728
ICOS,5,CCCAGG,ICOS,USD,4,1.90974105,1546196662,0.0,0.0,0,0.0,0.0,0.0,0.0,1.90974105,1.90974105,1.90974105,1.9078038,1.90974105,1.9078038,LiveCoin,0.0,0.0,1.90974105,1.90974105,1.90974105,0.0019372500000001125,0.10154346060114319,0.0,0.0,482822.0,922064.9932431,8.535866720000005,16.301295072512865
RCT,5,CCCAGG,RCT,USD,4,0.000921756,1546196657,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0009301355999999999,0.0010209146,0.0008896342,0.0010488466,0.0010488466,0.0008896342,OKEX,0.0,0.0,0.000921756,0.000921756,0.0009203594,-0.00012709059999999994,-12.117177097203722,-8.379599999999861e-06,-0.9009009009008861,1000000000.0,921756.0,125323745.66000001,115517.91450457898
GLD,5,CCCAGG,GLD,USD,4,0.0220073304,1546196662,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0242933031,0.0242933031,0.0209999526,0.024022086,0.0252231903,0.0209999526,BitTrex,0.0,0.0,0.0220073304,0.0220073304,0.0220073304,-0.002014755600000001,-8.387096774193552,-0.0022859726999999996,-9.409888357256776,41494147.9999715,913175.424701872,71805.84738117,1580.2550079693829
DOPE,5,CCCAGG,DOPE,USD,4,0.00774918,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.007361721000000001,0.0085628439,0.006393073500000001,0.0079429095,0.0085628439,0.006393073500000001,BitTrex,0.0,0.0,0.00774918,0.00774918,0.00774918,-0.00019372949999999986,-2.4390243902439006,0.00038745899999999885,5.263157894736826,116845228.0,905454.70391304,2363284.657636244,18313.51820326163
ADST,5,CCCAGG,ADST,USD,1,0.0463400964,1546196646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0460688751,0.04641758820000001,0.0460301292,0.0460688751,0.04641758820000001,0.0460301292,Cryptopia,0.0,0.0,0.0460301292,0.0463400964,0.0460301292,0.00027122130000000605,0.5887300252312999,0.00027122130000000605,0.5887300252312999,19379103.0,898029.5011655292,26063.7030542,1207.7945120726024
BLUE,5,CCCAGG,BLUE,USD,4,0.02122224,1546196650,0.0,0.0,0,0.0,0.0,0.0,0.0,0.02080338,0.02205996,0.020552064,0.02122224,0.02122224,0.02122224,IDEX,0.0,0.0,0.02122224,0.02122224,0.02122224,0.0,0.0,0.00041886000000000007,2.0134228187919465,42000000.0,891334.08,688.872964450049,14.619427381070409
